"itemId","档次","静态候选配方ID","设备","输出数量","整份原料成本","单件原料成本","难度系数","buff系数","common系数","建议unitWorth","runtimeStatus","runtimeVerified","staticEvidence","来源JAR","recipe JSON路径","原料选择","容器决策","证据链","风险","REVIEW原因"
"bakeries:taro_salt_yolk_bread","T2","bakeries:taro_salt_yolk_bread","工作台（无序）","2","","","1.65","1.35","1","","STALE","false","JAR","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/taro_salt_yolk_bread.json","bakeries:round_bread×1 + bakeries:round_bread×1 + bakeries:mashed_taro×1 + bakeries:mashed_taro×1 + bakeries:salt_yolk×1","NONE","bakeries:taro_salt_yolk_bread <- recipe=bakeries:taro_salt_yolk_bread;type=minecraft:crafting_shapeless;output=2;choices=bakeries:round_bread×1 + bakeries:round_bread×1 + bakeries:mashed_taro×1 + bakeries:mashed_taro×1 + bakeries:salt_yolk×1;container=NONE -> bakeries:round_bread <- recipe=bakeries:oven/round_bread;type=bakeries:oven;output=1;choices=bakeries:round_bread_dough×1;container=NONE -> bakeries:round_bread_dough <- recipe=bakeries:compat/create/round_bread_dough;type=create:cutting;output=6;choices=bakeries:sweet_dough×1;container=NONE -> bakeries:sweet_dough <- recipe=bakeries:blender/sweet_dough;type=bakeries:blender;output=1;choices=bakeries:flour×1 + bakeries:flour×1 + bakeries:flour×1 + bakeries:flour×1 + minecraft:sugar×1 + #c:foods/milk×1;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> #c:foods/milk=6(猜想) -> bakeries:round_bread <- recipe=bakeries:oven/round_bread;type=bakeries:oven;output=1;choices=bakeries:round_bread_dough×1;container=NONE -> bakeries:round_bread_dough <- recipe=bakeries:compat/create/round_bread_dough;type=create:cutting;output=6;choices=bakeries:sweet_dough×1;container=NONE -> bakeries:sweet_dough <- recipe=bakeries:blender/sweet_dough;type=bakeries:blender;output=1;choices=bakeries:flour×1 + bakeries:flour×1 + bakeries:flour×1 + bakeries:flour×1 + minecraft:sugar×1 + #c:foods/milk×1;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> #c:foods/milk=6(猜想) -> bakeries:mashed_taro <- recipe=bakeries:blender/mashed_taro;type=bakeries:blender;output=4;choices=bakeries:cooked_taro×1 + minecraft:sugar×1 + bakeries:bottle_cream×1;container=NONE -> bakeries:cooked_taro <- recipe=bakeries:cooked_taro;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> bakeries:bottle_cream <- recipe=bakeries:compat/create/bottle_cream;type=create:mixing;output=1;choices=#c:foods/milk×1;container=NONE -> #c:foods/milk=6(猜想) -> bakeries:mashed_taro <- recipe=bakeries:blender/mashed_taro;type=bakeries:blender;output=4;choices=bakeries:cooked_taro×1 + minecraft:sugar×1 + bakeries:bottle_cream×1;container=NONE -> bakeries:cooked_taro <- recipe=bakeries:cooked_taro;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> bakeries:bottle_cream <- recipe=bakeries:compat/create/bottle_cream;type=create:mixing;output=1;choices=#c:foods/milk×1;container=NONE -> #c:foods/milk=6(猜想) -> bakeries:salt_yolk <- recipe=bakeries:salt_yolk;type=minecraft:crafting_shapeless;output=4;choices=bakeries:raw_egg_yolk×1 + bakeries:raw_egg_yolk×1 + bakeries:raw_egg_yolk×1 + bakeries:raw_egg_yolk×1;container=NONE -> bakeries:raw_egg_yolk <- recipe=bakeries:bread_knife/raw_egg_yolk;type=bakeries:bread_knife;output=1;choices=bakeries:whole_egg×1;container=NONE -> bakeries:whole_egg <- recipe=bakeries:bread_knife/whole_egg;type=bakeries:bread_knife;output=1;choices=minecraft:egg×1;container=NONE -> minecraft:egg=5(已定义) -> bakeries:raw_egg_yolk <- recipe=bakeries:bread_knife/raw_egg_yolk;type=bakeries:bread_knife;output=1;choices=bakeries:whole_egg×1;container=NONE -> bakeries:whole_egg <- recipe=bakeries:bread_knife/whole_egg;type=bakeries:bread_knife;output=1;choices=minecraft:egg×1;container=NONE -> minecraft:egg=5(已定义) -> bakeries:raw_egg_yolk <- recipe=bakeries:bread_knife/raw_egg_yolk;type=bakeries:bread_knife;output=1;choices=bakeries:whole_egg×1;container=NONE -> bakeries:whole_egg <- recipe=bakeries:bread_knife/whole_egg;type=bakeries:bread_knife;output=1;choices=minecraft:egg×1;container=NONE -> minecraft:egg=5(已定义) -> bakeries:raw_egg_yolk <- recipe=bakeries:bread_knife/raw_egg_yolk;type=bakeries:bread_knife;output=1;choices=bakeries:whole_egg×1;container=NONE -> bakeries:whole_egg <- recipe=bakeries:bread_knife/whole_egg;type=bakeries:bread_knife;output=1;choices=minecraft:egg×1;container=NONE -> minecraft:egg=5(已定义)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;CO_PRODUCT_ALLOCATION_REVIEW;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;CO_PRODUCT_ALLOCATION_REVIEW;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"bakeries:tomato_cheese_croissant_sandwich","T2","bakeries:tomato_cheese_croissant_sandwich","工作台（无序）","1","","","1.65","1.35","1","","STALE","false","JAR","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/tomato_cheese_croissant_sandwich.json","bakeries:croissant×1 + #c:crops/tomato×1","NONE","bakeries:tomato_cheese_croissant_sandwich <- recipe=bakeries:tomato_cheese_croissant_sandwich;type=minecraft:crafting_shapeless;output=1;choices=bakeries:croissant×1 + #c:crops/tomato×1;container=NONE -> bakeries:croissant <- recipe=bakeries:oven/croissant;type=bakeries:oven;output=1;choices=bakeries:croissant_dough×1;container=NONE -> bakeries:croissant_dough <- recipe=bakeries:compat/create/croissant_dough;type=create:cutting;output=2;choices=bakeries:pastry×1;container=NONE -> bakeries:pastry <- recipe=bakeries:integration/create/mixing/pastry;type=create:mixing;output=1;choices=bakeries:butter_flour_sand×1;container=NONE -> bakeries:butter_flour_sand <- recipe=bakeries:integration/create/mixing/butter_flour_sand;type=create:mixing;output=1;choices=bakeries:flour×1 + bakeries:flour×1 + bakeries:flour×1 + minecraft:sugar×1;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> bakeries:flour <- recipe=bakeries:flour_of_flour_bag;type=minecraft:crafting_shapeless;output=9;choices=bakeries:flour_bag×1;container=NONE -> bakeries:flour_bag <- recipe=bakeries:flour_bag;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> #c:crops/tomato=6(已定义)","CO_PRODUCT_ALLOCATION_REVIEW;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;INVALID_INGREDIENT_STACK;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_INVALID_INGREDIENT_STACK","CO_PRODUCT_ALLOCATION_REVIEW;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;INVALID_INGREDIENT_STACK;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_INVALID_INGREDIENT_STACK"
"bakeries:whole_wheat_bagel","T2","bakeries:oven/whole_wheat_bagel","烘焙坊烤箱","1","","","1.65","1.15","1","","STALE","false","JAR","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/oven/whole_wheat_bagel.json","bakeries:whole_wheat_bagel_dough×1","NONE","bakeries:whole_wheat_bagel <- recipe=bakeries:oven/whole_wheat_bagel;type=bakeries:oven;output=1;choices=bakeries:whole_wheat_bagel_dough×1;container=NONE -> bakeries:whole_wheat_bagel_dough <- recipe=bakeries:compat/create/whole_wheat_bagel_dough;type=create:cutting;output=4;choices=bakeries:whole_wheat_dough×1;container=NONE -> bakeries:whole_wheat_dough <- recipe=bakeries:blender/whole_wheat_dough;type=bakeries:blender;output=1;choices=minecraft:water_bucket×1;container=NONE -> minecraft:water_bucket=1(猜想)","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:apple_jelly","T2","brewinandchewin:cooking/apple_jelly","农夫乐事烹饪锅","1","24.00","24.00","1.65","1","1","40","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/apple_jelly.json","minecraft:apple×1 + minecraft:apple×1 + minecraft:apple×1 + minecraft:sugar×1","PART_OF_RESULT:minecraft:glass_bottle=2","brewinandchewin:apple_jelly <- recipe=brewinandchewin:cooking/apple_jelly;type=farmersdelight:cooking;output=1;choices=minecraft:apple×1 + minecraft:apple×1 + minecraft:apple×1 + minecraft:sugar×1;container=PART_OF_RESULT:minecraft:glass_bottle=2 -> minecraft:apple=6(猜想) -> minecraft:apple=6(猜想) -> minecraft:apple=6(猜想) -> minecraft:sugar=4(已定义)","PROVISIONAL_PRICE_ANCHOR","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:apple=6(猜想)|minecraft:glass_bottle=2(人工定价(PROVISIONAL):服务器既有猜想锚点)"
"brewinandchewin:cheesy_pasta","T2","brewinandchewin:cooking/cheesy_pasta","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/cheesy_pasta.json","brewinandchewin:flaxen_cheese_wedge×1 + #c:foods/pasta×1","PART_OF_RESULT:minecraft:bowl=2","brewinandchewin:cheesy_pasta <- recipe=brewinandchewin:cooking/cheesy_pasta;type=farmersdelight:cooking;output=1;choices=brewinandchewin:flaxen_cheese_wedge×1 + #c:foods/pasta×1;container=PART_OF_RESULT:minecraft:bowl=2 -> brewinandchewin:flaxen_cheese_wedge <- recipe=brewinandchewin:cutting/flaxen_cheese_wheel;type=farmersdelight:cutting;output=4;choices=brewinandchewin:flaxen_cheese_wheel×1;container=NONE -> brewinandchewin:flaxen_cheese_wheel <- recipe=brewinandchewin:flaxen_cheese_wheel_from_wedges;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> #c:foods/pasta=8(缺省猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:creamy_onion_soup","T2","brewinandchewin:cooking/creamy_onion_soup","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/creamy_onion_soup.json","#c:foods/vegetable×1 + #c:foods/bread×1","PART_OF_RESULT:minecraft:bowl=2","brewinandchewin:creamy_onion_soup <- recipe=brewinandchewin:cooking/creamy_onion_soup;type=farmersdelight:cooking;output=1;choices=#c:foods/vegetable×1 + #c:foods/bread×1;container=PART_OF_RESULT:minecraft:bowl=2 -> #c:foods/vegetable=8(缺省猜想) -> #c:foods/bread=12(猜想)","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:glow_berry_marmalade","T2","brewinandchewin:cooking/glow_berry_marmalade","农夫乐事烹饪锅","1","33.00","33.00","1.65","1","1","55","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/glow_berry_marmalade.json","minecraft:glow_berries×1 + minecraft:glow_berries×1 + minecraft:glow_berries×1 + minecraft:sugar×1","PART_OF_RESULT:minecraft:glass_bottle=2","brewinandchewin:glow_berry_marmalade <- recipe=brewinandchewin:cooking/glow_berry_marmalade;type=farmersdelight:cooking;output=1;choices=minecraft:glow_berries×1 + minecraft:glow_berries×1 + minecraft:glow_berries×1 + minecraft:sugar×1;container=PART_OF_RESULT:minecraft:glass_bottle=2 -> minecraft:glow_berries=9(已定义) -> minecraft:glow_berries=9(已定义) -> minecraft:glow_berries=9(已定义) -> minecraft:sugar=4(已定义)","PROVISIONAL_PRICE_ANCHOR","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:glass_bottle=2(人工定价(PROVISIONAL):服务器既有猜想锚点)"
"brewinandchewin:ham_and_cheese_sandwich","T2","brewinandchewin:ham_and_cheese_sandwich","工作台（无序）","2","","","1.65","1","1","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/ham_and_cheese_sandwich.json","minecraft:bread×1 + farmersdelight:smoked_ham×1 + brewinandchewin:flaxen_cheese_wedge×1 + minecraft:bread×1","NONE","brewinandchewin:ham_and_cheese_sandwich <- recipe=brewinandchewin:ham_and_cheese_sandwich;type=minecraft:crafting_shapeless;output=2;choices=minecraft:bread×1 + farmersdelight:smoked_ham×1 + brewinandchewin:flaxen_cheese_wedge×1 + minecraft:bread×1;container=NONE -> minecraft:bread=12(猜想) -> farmersdelight:smoked_ham=22(猜想) -> brewinandchewin:flaxen_cheese_wedge <- recipe=brewinandchewin:cutting/flaxen_cheese_wheel;type=farmersdelight:cutting;output=4;choices=brewinandchewin:flaxen_cheese_wheel×1;container=NONE -> brewinandchewin:flaxen_cheese_wheel <- recipe=brewinandchewin:flaxen_cheese_wheel_from_wedges;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:bread=12(猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:horror_lasagna","T2","brewinandchewin:cooking/horror_lasagna","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/horror_lasagna.json","brewinandchewin:scarlet_cheese_wedge×1 + #c:crops/beetroot×1 + farmersdelight:tomato_sauce×1 + #c:foods/pasta×1","PART_OF_RESULT:minecraft:bowl=2","brewinandchewin:horror_lasagna <- recipe=brewinandchewin:cooking/horror_lasagna;type=farmersdelight:cooking;output=1;choices=brewinandchewin:scarlet_cheese_wedge×1 + #c:crops/beetroot×1 + farmersdelight:tomato_sauce×1 + #c:foods/pasta×1;container=PART_OF_RESULT:minecraft:bowl=2 -> brewinandchewin:scarlet_cheese_wedge <- recipe=brewinandchewin:cutting/scarlet_cheese_wheel;type=farmersdelight:cutting;output=4;choices=brewinandchewin:scarlet_cheese_wheel×1;container=NONE -> brewinandchewin:scarlet_cheese_wheel <- recipe=brewinandchewin:scarlet_cheese_wheel_from_wedges;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> #c:crops/beetroot=7(猜想) -> farmersdelight:tomato_sauce=10(猜想) -> #c:foods/pasta=8(缺省猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:pizza_slice","T2","brewinandchewin:cutting/pizza","农夫乐事切菜砧板","4","","","1.65","1","1","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cutting/pizza.json","brewinandchewin:pizza×1","NONE","brewinandchewin:pizza_slice <- recipe=brewinandchewin:cutting/pizza;type=farmersdelight:cutting;output=4;choices=brewinandchewin:pizza×1;container=NONE -> brewinandchewin:pizza <- recipe=brewinandchewin:pizza;type=minecraft:crafting_shaped;output=1;choices=farmersdelight:tomato_sauce×1 + minecraft:wheat×3;container=NONE -> farmersdelight:tomato_sauce=10(猜想) -> minecraft:wheat=5(已定义)","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:quiche_slice","COMMON","brewinandchewin:cutting/quiche","农夫乐事切菜砧板","4","","","1.15","1","0.95","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cutting/quiche.json","brewinandchewin:quiche×1","NONE","brewinandchewin:quiche_slice <- recipe=brewinandchewin:cutting/quiche;type=farmersdelight:cutting;output=4;choices=brewinandchewin:quiche×1;container=NONE -> brewinandchewin:quiche <- recipe=brewinandchewin:quiche_from_bacon;type=minecraft:crafting_shaped;output=1;choices=farmersdelight:cooked_bacon×2 + #c:crops/cabbage×1 + #c:drinks/milk×2 + minecraft:egg×2 + farmersdelight:pie_crust×1;container=NONE -> farmersdelight:cooked_bacon=10(猜想) -> #c:crops/cabbage=6(已定义) -> #c:drinks/milk=6(猜想) -> minecraft:egg=5(已定义) -> farmersdelight:pie_crust=10(猜想)","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:scarlet_pierogi","T2","brewinandchewin:cooking/scarlet_pierogi","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/scarlet_pierogi.json","brewinandchewin:scarlet_cheese_wedge×1 + #c:crops/potato×1 + #c:foods/dough×1 + minecraft:nether_wart×1","PART_OF_RESULT:minecraft:bowl=2","brewinandchewin:scarlet_pierogi <- recipe=brewinandchewin:cooking/scarlet_pierogi;type=farmersdelight:cooking;output=1;choices=brewinandchewin:scarlet_cheese_wedge×1 + #c:crops/potato×1 + #c:foods/dough×1 + minecraft:nether_wart×1;container=PART_OF_RESULT:minecraft:bowl=2 -> brewinandchewin:scarlet_cheese_wedge <- recipe=brewinandchewin:cutting/scarlet_cheese_wheel;type=farmersdelight:cutting;output=4;choices=brewinandchewin:scarlet_cheese_wheel×1;container=NONE -> brewinandchewin:scarlet_cheese_wheel <- recipe=brewinandchewin:scarlet_cheese_wheel_from_wedges;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> #c:crops/potato=4(猜想) -> #c:foods/dough=8(猜想) -> minecraft:nether_wart=10(猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"brewinandchewin:sweet_berry_jam","T2","brewinandchewin:cooking/sweet_berry_jam","农夫乐事烹饪锅","1","24.00","24.00","1.65","1","1","40","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/sweet_berry_jam.json","minecraft:sweet_berries×1 + minecraft:sweet_berries×1 + minecraft:sweet_berries×1 + minecraft:sugar×1","PART_OF_RESULT:minecraft:glass_bottle=2","brewinandchewin:sweet_berry_jam <- recipe=brewinandchewin:cooking/sweet_berry_jam;type=farmersdelight:cooking;output=1;choices=minecraft:sweet_berries×1 + minecraft:sweet_berries×1 + minecraft:sweet_berries×1 + minecraft:sugar×1;container=PART_OF_RESULT:minecraft:glass_bottle=2 -> minecraft:sweet_berries=6(已定义) -> minecraft:sweet_berries=6(已定义) -> minecraft:sweet_berries=6(已定义) -> minecraft:sugar=4(已定义)","PROVISIONAL_PRICE_ANCHOR","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:glass_bottle=2(人工定价(PROVISIONAL):服务器既有猜想锚点)"
"brewinandchewin:vegetable_omelet","T2","brewinandchewin:cooking/vegetable_omelet","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/vegetable_omelet.json","#c:eggs×1 + #c:eggs×1 + #c:crops/carrot×1","PART_OF_RESULT:minecraft:bowl=2","brewinandchewin:vegetable_omelet <- recipe=brewinandchewin:cooking/vegetable_omelet;type=farmersdelight:cooking;output=1;choices=#c:eggs×1 + #c:eggs×1 + #c:crops/carrot×1;container=PART_OF_RESULT:minecraft:bowl=2 -> #c:eggs=5(已定义) -> #c:eggs=5(已定义) -> #c:crops/carrot=4(猜想)","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
