"模组显示名","实际JAR文件","JAR版本","JAR原始来源命名空间","运行时配方ID","配方序列化类型","机器/工序","产物中文名","产物ID","数量","是否可食用","饥饿值","饱和度","效果","内容类型","分类证据","分类置信度","原料种类数","原料槽位数","稀有原料","中间产物","容器/载体","流体","烹饪时间","设备温度","UNITE状态","提供者包列表","是否为最终有效配方","建议厨师档次","建议依据","T3证据","是否需要料理完成事件适配","建议CookingDevice","设备覆盖说明","人工复审备注"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:cooking/scotch_eggs","farmersdelight:cooking","FD 烹饪锅","Scotch Eggs","mynethersdelight:scotch_eggs","1","是","12","19.2","effect.farmersdelight.nourishment 3600tick 1级 概率1","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","2","3","否","否","","","","","无","(base)","是","T2","设备或复杂度：type=farmersdelight:cooking;kinds=2","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:cooking/spicy_curry","farmersdelight:cooking","FD 烹饪锅","Spicy Curry","mynethersdelight:spicy_curry","1","是","15","19.5","effect.mynethersdelight.b_pungent 6000tick 2级 概率1；effect.farmersdelight.nourishment 3600tick 1级 概率1","DISH","dish_token;edible=true;type=farmersdelight:cooking","HIGH","4","4","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:cooking/spicy_hoglin_stew","farmersdelight:cooking","FD 烹饪锅","Spicy Hoglin Stew","mynethersdelight:spicy_hoglin_stew","1","是","12","19.2","effect.mynethersdelight.b_pungent 1200tick 2级 概率1；effect.farmersdelight.nourishment 3600tick 1级 概率1","DISH","dish_token;edible=true;type=farmersdelight:cooking","HIGH","2","2","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:cooking/spicy_noodle_soup","farmersdelight:cooking","FD 烹饪锅","Spicy Noodle Soup","mynethersdelight:spicy_noodle_soup","1","是","16","20.8","effect.farmersdelight.nourishment 6000tick 1级 概率1；effect.mynethersdelight.b_pungent 1200tick 2级 概率1","DISH","dish_token;edible=true;type=farmersdelight:cooking","HIGH","4","4","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:cooking/strider_and_grilled_fungus","farmersdelight:cooking","FD 烹饪锅","Strider with Grilled Fungus","mynethersdelight:strider_with_grilled_fungus","1","是","10","18","effect.farmersdelight.nourishment 1200tick 1级 概率1","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","3","3","否","否","","","400","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:cooking/strider_stew","farmersdelight:cooking","FD 烹饪锅","Strider Stew","mynethersdelight:strider_stew","1","是","8","9.6","effect.minecraft.fire_resistance 800tick 1级 概率1；effect.farmersdelight.nourishment 1200tick 1级 概率1","DISH","dish_token;edible=true;type=farmersdelight:cooking","HIGH","1","1","否","否","","","400","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:cooking/twisted_ghasta","farmersdelight:cooking","FD 烹饪锅","Twisted Ghasta","mynethersdelight:twisted_ghasta","1","是","10","13","effect.farmersdelight.nourishment 2400tick 1级 概率1","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","1","1","否","否","","","","","无","(base)","是","T2","设备或复杂度：type=farmersdelight:cooking;kinds=1","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/bacon_wrapped_sausage_stick","minecraft:crafting_shapeless","工作台（无序）","Bacon-wrapped Sausage on a Stick","mynethersdelight:bacon-wrapped_sausage_on_a_stick","1","是","10","12","","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","3","3","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/basket_alt","minecraft:crafting_shaped","工作台（有序）","Bamboo Basket","farmersdelight:bamboo_basket","1","否","","","","NON_FOOD","not_edible","MEDIUM","3","5","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/blaze_powder_alt","minecraft:crafting_shapeless","工作台（无序）","Blaze Powder","minecraft:blaze_powder","2","否","","","","NON_FOOD","not_edible","MEDIUM","2","4","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/blazefire","minecraft:crafting_shaped","工作台（有序）","Blazier","mynethersdelight:blazier","1","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/blazier_cooling","mynethersdelight:blazier_cooling","烈焰炉冷却","","","","否","","","","NON_FOOD","blazier_state_recipe","HIGH","0","0","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","待评估","OTHER","","Blazier状态切换"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/blazier_heating","mynethersdelight:blazier_heating","烈焰炉加热","","","","否","","","","NON_FOOD","blazier_state_recipe","HIGH","0","0","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","待评估","OTHER","","Blazier状态切换"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/bleeding_tartar","minecraft:crafting_shapeless","工作台（无序）","Bleeding Tartar","mynethersdelight:bleeding_tartar","1","是","6","9","effect.minecraft.fire_resistance 200tick 1级 概率1；effect.farmersdelight.nourishment 600tick 1级 概率1","DISH","manual_override;FOOD nutrition=6 saturation=9 effects=fire_resistance+nourishment; recipe id=mynethersdelight:crafting/bleeding_tartar (minced_strider×2+egg+bowl); 碗装复合","HIGH","3","4","否","否","","","","","无","(base)","是","T2","FOOD nutrition=6 saturation=9 effects=fire_resistance+nourishment; recipe id=mynethersdelight:crafting/bleeding_tartar (minced_strider×2+egg+bowl); 碗装复合","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；My Nether's Delight;6A.3原REVIEW→DISH T2"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/block_of_powdery_cabinet","minecraft:crafting_shaped","工作台（有序）","Powdery Cabinet","mynethersdelight:powdery_cabinet","1","否","","","","NON_FOOD","decor_or_storage_token","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/block_of_powdery_cannon","minecraft:crafting_shaped","工作台（有序）","Block of Powdery Cannon","mynethersdelight:powdery_block","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/blue_tenderloin_steak","minecraft:crafting_shapeless","工作台（无序）","Blue Tenderloin Steak","mynethersdelight:blue_tenderloin_steak","1","是","9","14.400001","effect.minecraft.nausea 300tick 1级 概率1；effect.farmersdelight.nourishment 1200tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","3","4","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/breakfast_sampler","minecraft:crafting_shapeless","工作台（无序）","Breakfast Sampler","mynethersdelight:breakfast_sampler","1","是","15","22.5","effect.farmersdelight.nourishment 2400tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","5","7","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/bullet_papper_crate","minecraft:crafting_shapeless","工作台（无序）","Bullet Pepper Crate","mynethersdelight:bullet_pepper_crate","1","否","","","","NON_FOOD","decor_or_storage_token","HIGH","1","9","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/bullet_papper_crate_alt","minecraft:crafting_shapeless","工作台（无序）","Bullet Pepper","mynethersdelight:bullet_pepper","9","是","2","2","effect.mynethersdelight.b_pungent 100tick 3级 概率1","RAW_FOOD","manual_override;可食用原料辣椒","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","可食用原料辣椒","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；边界产物"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/burnt_roll","minecraft:crafting_shapeless","工作台（无序）","Burnt Roll","mynethersdelight:burnt_roll","1","是","10","12","effect.mynethersdelight.b_pungent 600tick 2级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","2","2","否","否","","","","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/dried_ghast_with_milk","minecraft:crafting_shapeless","工作台（无序）","Dried Ghast with Milk","mynethersdelight:dried_ghast_with_milk","1","是","6","5.3999996","","DISH","manual_override;最终可食用餐食；饥饿6；简单合成","HIGH","3","3","否","否","","","","","无","(base)","是","COMMON","最终可食用餐食；饥饿6；简单合成","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；边界→COMMON"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/ghast_dough","minecraft:crafting_shapeless","工作台（无序）","Ghast Dough","mynethersdelight:ghast_dough","2","是","3","6","effect.minecraft.hunger 600tick 1级 概率0.30000001192092896","INGREDIENT","manual_override;面团中间产物","HIGH","2","4","否","是","","","","","无","(base)","是","不进入厨师","面团中间产物","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；保持INGREDIENT"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/ghast_salad","minecraft:crafting_shapeless","工作台（无序）","Ghast Salad","mynethersdelight:ghast_salad","1","是","8","13.6","effect.minecraft.regeneration 300tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","3","3","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/ghast_sourdough","minecraft:crafting_shapeless","工作台（无序）","Ghast Sourdough","mynethersdelight:ghast_sourdough","1","是","3","6","effect.minecraft.hunger 600tick 1级 概率0.30000001192092896","INGREDIENT","ingredient_token=ghast_sourdough","HIGH","2","4","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/ghasta_with_cream","minecraft:crafting_shaped","工作台（有序）","Ghasta With Cream","mynethersdelight:ghasta_with_cream","1","否","","","","INGREDIENT","ingredient_token=ghasta_with_cream","HIGH","5","5","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/golden_egg","minecraft:crafting_shaped","工作台（有序）","Golden Egg","mynethersdelight:golden_egg","1","是","4","8","effect.minecraft.resistance 600tick 1级 概率1；effect.minecraft.absorption 600tick 1级 概率1","RAW_FOOD","edible_rawish_token","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=RAW_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/golden_trophy","minecraft:crafting_shaped","工作台（有序）","Golden Trophy","mynethersdelight:golden_trophy","2","否","","","","NON_FOOD","decor_or_storage_token","HIGH","4","4","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hoglin_trophy","minecraft:crafting_shaped","工作台（有序）","Hoglin Trophy","mynethersdelight:hoglin_trophy","1","否","","","","NON_FOOD","decor_or_storage_token","HIGH","5","5","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hoglin_trophy_cure","minecraft:crafting_shapeless","工作台（无序）","Hoglin Trophy","mynethersdelight:hoglin_trophy","1","否","","","","NON_FOOD","decor_or_storage_token","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hot_wings_bucket","minecraft:crafting_shapeless","工作台（无序）","Hot Wings Bucket","mynethersdelight:hot_wings_bucket","1","是","18","16.199999","effect.mynethersdelight.b_pungent 3600tick 1级 概率1；effect.farmersdelight.nourishment 3600tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","2","4","否","否","","","","","无","(base)","是","COMMON","简单 DISH 兜底","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hot_wings_bucket_alt","minecraft:crafting_shapeless","工作台（无序）","Hot Wings","mynethersdelight:hot_wings","3","是","6","5.3999996","effect.mynethersdelight.b_pungent 1200tick 1级 概率1；effect.farmersdelight.nourishment 1200tick 1级 概率1","REVIEW","edible_but_ambiguous_name","LOW","2","4","否","否","","","","","无","(base)","是","待复审","内容类型=REVIEW","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hotcream_bucket","minecraft:crafting_shapeless","工作台（无序）","Hot Cream","mynethersdelight:hot_cream","1","是","1","16","effect.mynethersdelight.g_pungent 600tick 3级 概率1；effect.minecraft.fire_resistance 600tick 1级 概率1","INGREDIENT","manual_override;奶油酱料","HIGH","2","4","否","是","","","","","无","(base)","是","不进入厨师","奶油酱料","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；保持INGREDIENT"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hotcream_cone","minecraft:crafting_shapeless","工作台（无序）","Hot Cream Cone","mynethersdelight:hot_cream_cone","3","是","4","8","effect.mynethersdelight.g_pungent 200tick 1级 概率1；effect.minecraft.fire_resistance 200tick 1级 概率1","DISH","manual_override;FOOD nutrition=4 saturation=8 effects=g_pungent+fire_resistance; recipe id=mynethersdelight:crafting/hotcream_cone (hot_cream+powder_cannon×3)×3; HotCreamConeItem; 复合甜品","HIGH","2","4","否","否","","","","","无","(base)","是","T2","FOOD nutrition=4 saturation=8 effects=g_pungent+fire_resistance; recipe id=mynethersdelight:crafting/hotcream_cone (hot_cream+powder_cannon×3)×3; HotCreamConeItem; 复合甜品","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；My Nether's Delight;6A.3原REVIEW→DISH T2"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hotdog","minecraft:crafting_shapeless","工作台（无序）","Hotdog","mynethersdelight:hotdog","1","是","8","7.2","","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","2","2","否","否","","","","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hotdog_with_mixed_salad","minecraft:crafting_shapeless","工作台（无序）","Hotdog with Mixed Salad","mynethersdelight:hotdog_with_mixed_salad","2","是","10","10","effect.minecraft.regeneration 100tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","2","3","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/hotdog_with_nether_salad","minecraft:crafting_shapeless","工作台（无序）","Hotdog with Nether Salad","mynethersdelight:hotdog_with_nether_salad","2","是","10","10","effect.minecraft.nausea 240tick 1级 概率0.30000001192092896","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","2","3","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/letios_compost_from_bone_alt","minecraft:crafting_shapeless","工作台（无序）","Leteos Compost","mynethersdelight:letios_compost","1","否","","","","NON_FOOD","not_edible","MEDIUM","5","9","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/letios_compost_from_rotten_flesh","minecraft:crafting_shapeless","工作台（无序）","Leteos Compost","mynethersdelight:letios_compost","1","否","","","","NON_FOOD","not_edible","MEDIUM","5","9","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/magma_cake","minecraft:crafting_shaped","工作台（有序）","Magma Cake","mynethersdelight:magma_cake_block","1","否","","","","SERVING_DISH","manual_override;岩浆蛋糕方块；无FOOD","HIGH","4","4","否","否","","","","","无","(base)","是","不进入厨师","岩浆蛋糕方块；无FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；整盘料理（防双算待设计）"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/magma_cake_alt","minecraft:crafting_shapeless","工作台（无序）","Magma Cake","mynethersdelight:magma_cake_block","1","否","","","","SERVING_DISH","manual_override;岩浆蛋糕方块；无FOOD","HIGH","1","7","否","否","","","","","无","(base)","是","不进入厨师","岩浆蛋糕方块；无FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；整盘料理（防双算待设计）"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/nether_burger","minecraft:crafting_shapeless","工作台（无序）","Nether Burger","mynethersdelight:nether_burger","1","是","12","18","","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","5","5","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/nethers_stove","minecraft:crafting_shaped","工作台（有序）","Nether Stove","mynethersdelight:nether_bricks_stove","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","3","3","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/nethers_stove_alt0","minecraft:crafting_shapeless","工作台（无序）","Nether Stove","mynethersdelight:nether_bricks_stove","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_button","minecraft:crafting_shapeless","工作台（无序）","Powdery Button","mynethersdelight:powdery_button","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_door","minecraft:crafting_shaped","工作台（有序）","Powdery Door","mynethersdelight:powdery_door","3","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_fence","minecraft:crafting_shaped","工作台（有序）","Powdery Fence","mynethersdelight:powdery_fence","3","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_fence_gate","minecraft:crafting_shaped","工作台（有序）","Powdery Fence Gate","mynethersdelight:powdery_fence_gate","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_hanging_sign","minecraft:crafting_shaped","工作台（有序）","Powdery Hanging Sign","mynethersdelight:powdery_hanging_sign","6","否","","","","NON_FOOD","decor_or_storage_token","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_mosaic","minecraft:crafting_shaped","工作台（有序）","Powdery Mosaic","mynethersdelight:powdery_mosaic","1","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_mosaic_slab","minecraft:crafting_shaped","工作台（有序）","Powdery Mosaic Slab","mynethersdelight:powdery_mosaic_slab","6","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","mynethersdelight","mynethersdelight:crafting/powdery_mosaic_stairs","minecraft:crafting_shaped","工作台（有序）","Powdery Mosaic Stairs","mynethersdelight:powdery_mosaic_stairs","4","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
