"targetItemId","recipeId","sourceJar","sourceRecipePath","风险类型","风险对象","证据","建议动作","状态"
"brewinandchewin:sweet_berry_jam","brewinandchewin:cooking/sweet_berry_jam","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/sweet_berry_jam.json","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:glass_bottle=2(人工定价(PROVISIONAL):服务器既有猜想锚点)","brewinandchewin:sweet_berry_jam","brewinandchewin:sweet_berry_jam <- recipe=brewinandchewin:cooking/sweet_berry_jam;type=farmersdelight:cooking;output=1;choices=minecraft:sweet_berries×1 + minecraft:sweet_berries×1 + minecraft:sweet_berries×1 + minecraft:sugar×1;container=PART_OF_RESULT:minecraft:glass_bottle=2 -> minecraft:sweet_berries=6(已定义) -> minecraft:sweet_berries=6(已定义) -> minecraft:sweet_berries=6(已定义) -> minecraft:sugar=4(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"brewinandchewin:vegetable_omelet","brewinandchewin:cooking/vegetable_omelet","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","data/brewinandchewin/recipe/cooking/vegetable_omelet.json","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","brewinandchewin:vegetable_omelet","brewinandchewin:vegetable_omelet <- recipe=brewinandchewin:cooking/vegetable_omelet;type=farmersdelight:cooking;output=1;choices=#c:eggs×1 + #c:eggs×1 + #c:crops/carrot×1;container=PART_OF_RESULT:minecraft:bowl=2 -> #c:eggs=5(已定义) -> #c:eggs=5(已定义) -> #c:crops/carrot=4(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:amethyst_rock_candy","dungeonsdelight:cooking/amethyst_rock_candy","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooking/amethyst_rock_candy.json","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:amethyst_shard=18(猜想)","dungeonsdelight:amethyst_rock_candy","dungeonsdelight:amethyst_rock_candy <- recipe=dungeonsdelight:cooking/amethyst_rock_candy;type=farmersdelight:cooking;output=1;choices=minecraft:amethyst_shard×1 + minecraft:sugar×1 + minecraft:sweet_berries×1;container=NONE -> minecraft:amethyst_shard=18(猜想) -> minecraft:sugar=4(已定义) -> minecraft:sweet_berries=6(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:au_rotten_potatoes","dungeonsdelight:monster_cooking/au_rotten_potatoes","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/au_rotten_potatoes.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:au_rotten_potatoes","dungeonsdelight:au_rotten_potatoes <- recipe=dungeonsdelight:monster_cooking/au_rotten_potatoes;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:poisonous_potato×1 + minecraft:poisonous_potato×1 + #c:drinks/milk×1;container=NONE -> minecraft:poisonous_potato <- recipe=dungeonsdelight:poisonous_potato_from_poisonous_potato_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:poisonous_potato_crate×1;container=NONE -> dungeonsdelight:poisonous_potato_crate <- recipe=minecraft:poisonous_potato_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:poisonous_potato <- recipe=dungeonsdelight:poisonous_potato_from_poisonous_potato_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:poisonous_potato_crate×1;container=NONE -> dungeonsdelight:poisonous_potato_crate <- recipe=minecraft:poisonous_potato_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> #c:drinks/milk=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:bloated_baked_potato","dungeonsdelight:monster_cooking/bloated_baked_potato","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/bloated_baked_potato.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:bloated_baked_potato","dungeonsdelight:bloated_baked_potato <- recipe=dungeonsdelight:monster_cooking/bloated_baked_potato;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:poisonous_potato×1 + dungeonsdelight:rotten_tripe×1 + dungeonsdelight:rotten_tripe×1;container=NONE -> minecraft:poisonous_potato <- recipe=dungeonsdelight:poisonous_potato_from_poisonous_potato_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:poisonous_potato_crate×1;container=NONE -> dungeonsdelight:poisonous_potato_crate <- recipe=minecraft:poisonous_potato_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:rotten_tripe <- recipe=minecraft:cutting/rotten_flesh;type=farmersdelight:cutting;output=2;choices=minecraft:rotten_flesh×1;container=NONE -> minecraft:rotten_flesh=2(人工定价(PROVISIONAL):服务器既有猜想锚点) -> dungeonsdelight:rotten_tripe <- recipe=minecraft:cutting/rotten_flesh;type=farmersdelight:cutting;output=2;choices=minecraft:rotten_flesh×1;container=NONE -> minecraft:rotten_flesh=2(人工定价(PROVISIONAL):服务器既有猜想锚点)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:bloody_mary","dungeonsdelight:monster_cooking/bloody_mary","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/bloody_mary.json","MISSING_PRICE;ALTERNATIVE_MISSING_PRICE;UNKNOWN_BUFF","dungeonsdelight:bloody_mary","dungeonsdelight:bloody_mary <- recipe=dungeonsdelight:monster_cooking/bloody_mary;type=dungeonsdelight:monster_cooking;output=1;choices=#c:crops/cabbage×1;container=NONE -> #c:crops/cabbage=6(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:brains_in_a_brick","dungeonsdelight:monster_cooking/brains_in_a_brick","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/brains_in_a_brick.json","MISSING_PRICE;TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","dungeonsdelight:brains_in_a_brick","dungeonsdelight:brains_in_a_brick <- recipe=dungeonsdelight:monster_cooking/brains_in_a_brick;type=dungeonsdelight:monster_cooking;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:breeze_cream_cone","dungeonsdelight:monster_cooking/breeze_cream_cone","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/breeze_cream_cone.json","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:breeze_cream_cone","dungeonsdelight:breeze_cream_cone <- recipe=dungeonsdelight:monster_cooking/breeze_cream_cone;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1 + dungeonsdelight:slime_bar×1;container=PART_OF_RESULT:minecraft:phantom_membrane=30 -> minecraft:spider_eye=6(猜想) -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:bubblegunk","dungeonsdelight:bubblegunk_from_shapeless","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/bubblegunk_from_shapeless.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW","dungeonsdelight:bubblegunk","dungeonsdelight:bubblegunk <- recipe=dungeonsdelight:bubblegunk_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=dungeonsdelight:gunk×1 + dungeonsdelight:gunk×1 + dungeonsdelight:wormroot_tendrils×1;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:wormroot_tendrils <- recipe=dungeonsdelight:cutting/gunk;type=farmersdelight:cutting;output=1;choices=dungeonsdelight:gunk×1;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:chicken_jockey_sandwich","dungeonsdelight:monster_cooking/chicken_jockey_sandwich","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/chicken_jockey_sandwich.json","MISSING_PRICE;TAG_PRICE_MISSING;RECIPE_CYCLE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST","dungeonsdelight:chicken_jockey_sandwich","dungeonsdelight:chicken_jockey_sandwich <- recipe=dungeonsdelight:monster_cooking/chicken_jockey_sandwich;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:chicken×1 + farmersdelight:rotten_tomato×1 + #c:crops/cabbage×1;container=NONE -> minecraft:chicken=7(已定义) -> farmersdelight:rotten_tomato <- recipe=dungeonsdelight:rotten_tomato_from_rotten_tomato_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotten_tomato_crate×1;container=NONE -> dungeonsdelight:rotten_tomato_crate <- recipe=minecraft:rotten_tomato_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> #c:crops/cabbage=6(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:chloropasta","dungeonsdelight:cooking/chloropasta","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooking/chloropasta.json","MISSING_PRICE;TAG_PRICE_MISSING;CO_PRODUCT_ALLOCATION_REVIEW;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:chloropasta","dungeonsdelight:chloropasta <- recipe=dungeonsdelight:cooking/chloropasta;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:slime_noodles×1 + dungeonsdelight:slime_noodles×1;container=NONE -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:cob_n_candy","dungeonsdelight:monster_cooking/cob_n_candy","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/cob_n_candy.json","UNKNOWN_BUFF","dungeonsdelight:cob_n_candy","dungeonsdelight:cob_n_candy <- recipe=dungeonsdelight:monster_cooking/cob_n_candy;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:string×1 + minecraft:string×1 + minecraft:string×1 + minecraft:sugar×1;container=NONE -> minecraft:string=6(已定义) -> minecraft:string=6(已定义) -> minecraft:string=6(已定义) -> minecraft:sugar=4(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:cooked_sniffer_shank","dungeonsdelight:cooked_sniffer_shank_from_campfire","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooked_sniffer_shank_from_campfire.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","dungeonsdelight:cooked_sniffer_shank","dungeonsdelight:cooked_sniffer_shank <- recipe=dungeonsdelight:cooked_sniffer_shank_from_campfire;type=minecraft:campfire_cooking;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:cooked_snifferwurst","dungeonsdelight:cooked_snifferwurst_from_campfire","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooked_snifferwurst_from_campfire.json","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:cooked_snifferwurst","dungeonsdelight:cooked_snifferwurst <- recipe=dungeonsdelight:cooked_snifferwurst_from_campfire;type=minecraft:campfire_cooking;output=1;choices=dungeonsdelight:snifferwurst×1;container=NONE -> dungeonsdelight:snifferwurst <- recipe=dungeonsdelight:cooking/snifferwurst;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:croak_monster","dungeonsdelight:monster_cooking/croak_monster","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/croak_monster.json","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:croak_monster","dungeonsdelight:croak_monster <- recipe=dungeonsdelight:monster_cooking/croak_monster;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:red_mushroom×1 + minecraft:brown_mushroom×1;container=NONE -> minecraft:red_mushroom=5(猜想) -> minecraft:brown_mushroom=5(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:devilish_eggs","dungeonsdelight:monster_cooking/devilish_eggs","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/devilish_eggs.json","MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING","dungeonsdelight:devilish_eggs","dungeonsdelight:devilish_eggs <- recipe=dungeonsdelight:monster_cooking/devilish_eggs;type=dungeonsdelight:monster_cooking;output=2;choices=dungeonsdelight:cleaved_ancient_egg×1 + dungeonsdelight:cleaved_ancient_egg×1 + dungeonsdelight:sculk_mayo×1;container=NONE -> dungeonsdelight:cleaved_ancient_egg <- recipe=dungeonsdelight:cutting/ancient_egg;type=farmersdelight:cutting;output=2;choices=;container=NONE -> dungeonsdelight:cleaved_ancient_egg <- recipe=dungeonsdelight:cutting/ancient_egg;type=farmersdelight:cutting;output=2;choices=;container=NONE -> dungeonsdelight:sculk_mayo <- recipe=dungeonsdelight:monster_cooking/sculk_mayo;type=dungeonsdelight:monster_cooking;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:echo_rock_candy","dungeonsdelight:monster_cooking/echo_rock_candy","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/echo_rock_candy.json","MISSING_PRICE;ALTERNATIVE_MISSING_PRICE","dungeonsdelight:echo_rock_candy","dungeonsdelight:echo_rock_candy <- recipe=dungeonsdelight:monster_cooking/echo_rock_candy;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:sugar×1 + minecraft:glow_berries×1;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:glow_berries=9(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:fried_ghast_calamari","dungeonsdelight:fried_ghast_calamari_from_campfire","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/fried_ghast_calamari_from_campfire.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","dungeonsdelight:fried_ghast_calamari","dungeonsdelight:fried_ghast_calamari <- recipe=dungeonsdelight:fried_ghast_calamari_from_campfire;type=minecraft:campfire_cooking;output=1;choices=dungeonsdelight:ghast_calamari×1;container=NONE -> dungeonsdelight:ghast_calamari <- recipe=dungeonsdelight:cutting/ghast_tentacle;type=farmersdelight:cutting;output=2;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:gelled_salad","dungeonsdelight:monster_cooking/gelled_salad","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/gelled_salad.json","CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:gelled_salad","dungeonsdelight:gelled_salad <- recipe=dungeonsdelight:monster_cooking/gelled_salad;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:slime_noodles×1 + dungeonsdelight:slime_noodles×1 + minecraft:carrot×1 + minecraft:beetroot×1 + #c:crops/cabbage×1;container=NONE -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> minecraft:carrot=4(已定义) -> minecraft:beetroot=7(已定义) -> #c:crops/cabbage=6(已定义)","补齐证据后复审，不写入正式池","REVIEW"
