配方ID,产物,数量,机器,原料,附加参数
pot_raw_lamb_chops_to_cooked_lamb_chops_1,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_2,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_3,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_4,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_5,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_6,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_7,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_8,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_lamb_chops_to_cooked_lamb_chops_9,熟羊排(kaleidoscope_cookery:cooked_lamb_chops),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops) + 生羊排(kaleidoscope_cookery:raw_lamb_chops),
pot_raw_meatball_to_cooked_meatball_1,熟丸子(kaleidoscope_cookery:cooked_meatball),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_2,熟丸子(kaleidoscope_cookery:cooked_meatball),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_3,熟丸子(kaleidoscope_cookery:cooked_meatball),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_4,熟丸子(kaleidoscope_cookery:cooked_meatball),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_5,熟丸子(kaleidoscope_cookery:cooked_meatball),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_6,熟丸子(kaleidoscope_cookery:cooked_meatball),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_7,熟丸子(kaleidoscope_cookery:cooked_meatball),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_8,熟丸子(kaleidoscope_cookery:cooked_meatball),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_meatball_to_cooked_meatball_9,熟丸子(kaleidoscope_cookery:cooked_meatball),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
pot_raw_pork_belly_to_cooked_pork_belly_1,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_2,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_3,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_4,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_5,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_6,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_7,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_8,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_raw_pork_belly_to_cooked_pork_belly_9,熟五花肉(kaleidoscope_cookery:cooked_pork_belly),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly) + 生五花肉(kaleidoscope_cookery:raw_pork_belly),
pot_salmon_to_cooked_salmon_1,熟鲑鱼(minecraft:cooked_salmon),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_2,熟鲑鱼(minecraft:cooked_salmon),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_3,熟鲑鱼(minecraft:cooked_salmon),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_4,熟鲑鱼(minecraft:cooked_salmon),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_5,熟鲑鱼(minecraft:cooked_salmon),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_6,熟鲑鱼(minecraft:cooked_salmon),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_7,熟鲑鱼(minecraft:cooked_salmon),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_8,熟鲑鱼(minecraft:cooked_salmon),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_salmon_to_cooked_salmon_9,熟鲑鱼(minecraft:cooked_salmon),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon) + 生鲑鱼(minecraft:salmon),
pot_scramble_egg_with_tomatoes,番茄炒蛋(kaleidoscope_cookery:scramble_egg_with_tomatoes),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 番茄(#c:crops/tomato) + 番茄(#c:crops/tomato) + 番茄(#c:crops/tomato),载体:碗(minecraft:bowl)
pot_slime_ball_meal,黏液饭(kaleidoscope_cookery:slime_ball_meal),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",粘液球(minecraft:slime_ball) + 粘液球(minecraft:slime_ball) + 粘液球(minecraft:slime_ball) + 粘液球(minecraft:slime_ball) + 粘液球(minecraft:slime_ball) + 粘液球(minecraft:slime_ball),载体:碗(minecraft:bowl)
pot_spicy_chicken,辣子鸡(kaleidoscope_cookery:spicy_chicken),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鸡肉(#c:foods/raw_chicken) + 生鸡肉(#c:foods/raw_chicken) + 生鸡肉(#c:foods/raw_chicken) + 生鸡肉(#c:foods/raw_chicken) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper),载体:碗(minecraft:bowl)
pot_spicy_rabbit_head,麻辣兔头(kaleidoscope_cookery:spicy_rabbit_head),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper),载体:碗(minecraft:bowl)
pot_stargazy_pie,仰望星空派(kaleidoscope_cookery:stargazy_pie),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",南瓜派(minecraft:pumpkin_pie) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes),载体:碗(minecraft:bowl)
pot_sticky_candy,牛皮糖(kaleidoscope_cookery:sticky_candy),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",皮革(minecraft:leather) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar),
pot_stir_fried_pork_with_peppers,青椒炒肉(kaleidoscope_cookery:stir_fried_pork_with_peppers),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",青辣椒(kaleidoscope_cookery:green_chili) + 青辣椒(kaleidoscope_cookery:green_chili) + 青辣椒(kaleidoscope_cookery:green_chili) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork),载体:碗(minecraft:bowl)
pot_stuffed_dough_food_to_meat_pie_1,馅饼(kaleidoscope_cookery:meat_pie),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_2,馅饼(kaleidoscope_cookery:meat_pie),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_3,馅饼(kaleidoscope_cookery:meat_pie),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_4,馅饼(kaleidoscope_cookery:meat_pie),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_5,馅饼(kaleidoscope_cookery:meat_pie),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_6,馅饼(kaleidoscope_cookery:meat_pie),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_7,馅饼(kaleidoscope_cookery:meat_pie),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_8,馅饼(kaleidoscope_cookery:meat_pie),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_dough_food_to_meat_pie_9,馅饼(kaleidoscope_cookery:meat_pie),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
pot_stuffed_tiger_skin_pepper,虎皮青椒酿肉(kaleidoscope_cookery:stuffed_tiger_skin_pepper),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",青辣椒(kaleidoscope_cookery:green_chili) + 青辣椒(kaleidoscope_cookery:green_chili) + 青辣椒(kaleidoscope_cookery:green_chili) + 青辣椒(kaleidoscope_cookery:green_chili) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),载体:碗(minecraft:bowl)
pot_sweet_and_sour_ender_pearls,珍珠咕噜肉(kaleidoscope_cookery:sweet_and_sour_ender_pearls),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",末影珍珠(minecraft:ender_pearl) + 末影珍珠(minecraft:ender_pearl) + 末影之眼(minecraft:ender_eye),载体:碗(minecraft:bowl)
pot_sweet_and_sour_pork,糖醋里脊(kaleidoscope_cookery:sweet_and_sour_pork),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork),载体:碗(minecraft:bowl)
qingtuan_plate,一盘青团(kaleidoscope_cookery:qingtuan_plate),1,工作台,青团(kaleidoscope_cookery:qingtuan) + 青团(kaleidoscope_cookery:qingtuan) + 青团(kaleidoscope_cookery:qingtuan) + 青团(kaleidoscope_cookery:qingtuan) + 碗(minecraft:bowl),
raw_bamboo_tube_rice,生竹筒饭(kaleidoscope_cookery:raw_bamboo_tube_rice),1,工作台,竹子(minecraft:bamboo) + 稻米(#c:grain/rice) + 生肉(#c:raw_meats),
raw_dough_steamer,蒸笼(kaleidoscope_cookery:steamer),1,工作台,蒸笼(kaleidoscope_cookery:steamer) + 生面团(kaleidoscope_cookery:raw_dough) + 生面团(kaleidoscope_cookery:raw_dough) + 生面团(kaleidoscope_cookery:raw_dough) + 生面团(kaleidoscope_cookery:raw_dough),
raw_meatball,生丸子(kaleidoscope_cookery:raw_meatball),1,工作台,生肉(#c:raw_meats) + 生肉(#c:raw_meats) + 蔬菜(#c:vegetables),
raw_zongzi,生粽子(kaleidoscope_cookery:raw_zongzi),1,工作台,稻米(kaleidoscope_cookery:rice) + 睡莲(minecraft:lily_pad),
recipe_item,模组占位物品(kaleidoscope_cookery:recipe_item),1,工作台,纸(minecraft:paper)×4,
rice_panicle,稻穗(kaleidoscope_cookery:rice_panicle),9,工作台,稻草捆(kaleidoscope_cookery:straw_block),
scarecrow,稻草人(kaleidoscope_cookery:scarecrow),1,工作台,草帽(#kaleidoscope_cookery:straw_hat) + 木棍(minecraft:stick)×2 + 南瓜(minecraft:pumpkin) + 稻草捆(#kaleidoscope_cookery:straw_bale),
scramble_egg_with_tomatoes_rice_bowl,番茄炒蛋盖饭(kaleidoscope_cookery:scramble_egg_with_tomatoes_rice_bowl),1,盖饭(饭碗:菜+米饭),番茄炒蛋(kaleidoscope_cookery:scramble_egg_with_tomatoes),
shawarma_spit,旋风烤肉塔(kaleidoscope_cookery:shawarma_spit),1,工作台,锁链(minecraft:chain)×4 + 营火(minecraft:campfire)×2,
shengjian_mantou_plate,一盘水煎包(kaleidoscope_cookery:shengjian_mantou_plate),1,工作台,水煎包(kaleidoscope_cookery:shengjian_mantou) + 水煎包(kaleidoscope_cookery:shengjian_mantou) + 水煎包(kaleidoscope_cookery:shengjian_mantou) + 水煎包(kaleidoscope_cookery:shengjian_mantou) + 水煎包(kaleidoscope_cookery:shengjian_mantou) + 碗(minecraft:bowl),
sickle,镰刀(kaleidoscope_cookery:sickle),1,工作台,燧石(minecraft:flint)×3 + 线(minecraft:string) + 木棍(minecraft:stick)×2,
steamer,蒸笼(kaleidoscope_cookery:steamer),1,工作台,竹活板门(minecraft:bamboo_trapdoor)×3 + 竹块(minecraft:bamboo_block)×3,
steamer_bamboo_tube_rice,熟竹筒饭(kaleidoscope_cookery:bamboo_tube_rice),1,蒸笼,生竹筒饭(kaleidoscope_cookery:raw_bamboo_tube_rice),
steamer_baozi,包子(kaleidoscope_cookery:baozi),1,蒸笼,裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
steamer_mantou,馒头(kaleidoscope_cookery:mantou),1,蒸笼,面团(#c:dough),
steamer_qingtuan,青团(kaleidoscope_cookery:qingtuan),1,蒸笼,粘液球(minecraft:slime_ball),
sticky_candy_plate,一盘牛皮糖(kaleidoscope_cookery:sticky_candy_plate),1,工作台,牛皮糖(kaleidoscope_cookery:sticky_candy) + 牛皮糖(kaleidoscope_cookery:sticky_candy) + 牛皮糖(kaleidoscope_cookery:sticky_candy) + 牛皮糖(kaleidoscope_cookery:sticky_candy) + 碗(minecraft:bowl),
sticky_rice_cake_plate,一盘糍粑(kaleidoscope_cookery:sticky_rice_cake_plate),1,工作台,糍粑(kaleidoscope_cookery:sticky_rice_cake) + 糍粑(kaleidoscope_cookery:sticky_rice_cake) + 糍粑(kaleidoscope_cookery:sticky_rice_cake) + 糍粑(kaleidoscope_cookery:sticky_rice_cake) + 糍粑(kaleidoscope_cookery:sticky_rice_cake) + 碗(minecraft:bowl),
