"配方 ID","产物序号","产物中文名","产物 ID","数量","是否可食用","饥饿值","饱食度","食用效果/BUFF"
"kaleidoscope_cookery:scramble_egg_with_tomatoes_rice_bowl","1","番茄炒蛋盖饭","kaleidoscope_cookery:scramble_egg_with_tomatoes_rice_bowl","1","是","14","18.004","饱腹代偿 3600tick 1级 概率1"
"farmersdelight:cooked_cod_slice_from_campfire_cooking","1","熟鳕鱼片","farmersdelight:cooked_cod_slice","1","是","3","3",""
"spawn:cooked_dodo_from_campfire_cooking","1","熟渡渡鸟肉","spawn:cooked_dodo","1","是","20","56","力量 1200tick 2级 概率1"
"spawn:date_chest_raft","1","运输椰枣木筏","spawn:date_chest_raft","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/braised_beef_with_potatoes","1","土豆炖牛肉","kaleidoscope_cookery:braised_beef_with_potatoes","1","是","6","8.004","温暖 9600tick 1级 概率1"
"farmersdelight:integration/create/filling/chocolate_pie","1","巧克力派","farmersdelight:chocolate_pie","1","否","","",""
"farmersdelight:warped_cabinet","1","诡异木橱柜","farmersdelight:warped_cabinet","1","否","","",""
"kaleidoscope_cookery:table_dark_oak","1","深色橡木餐桌","kaleidoscope_cookery:table_dark_oak","1","否","","",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_3","1","熟鸡肉","minecraft:cooked_chicken","3","是","6","7.2000003",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_2","1","熟鸡肉","minecraft:cooked_chicken","2","是","6","7.2000003",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_5","1","熟鸡肉","minecraft:cooked_chicken","5","是","6","7.2000003",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_4","1","熟鸡肉","minecraft:cooked_chicken","4","是","6","7.2000003",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_1","1","熟鸡肉","minecraft:cooked_chicken","1","是","6","7.2000003",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_9","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","9","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_5","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","5","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_6","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","6","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_7","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","7","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_8","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","8","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_1","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","1","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_2","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","2","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_3","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","3","是","3","4.8",""
"kaleidoscope_cookery:pot/raw_lamb_chops_to_cooked_lamb_chops_4","1","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","4","是","3","4.8",""
"farmersdelight:salvaging/mangrove_chest_boat","1","红树木船","minecraft:mangrove_boat","1","否","","",""
"kaleidoscope_cookery:millstone/bone_meal_from_bone","1","骨粉","minecraft:bone_meal","5","否","","",""
"farmersdelight:rice_from_bag","1","稻米","kaleidoscope_cookery:rice","9","否","","",""
"kaleidoscope_cookery:straw_block","1","稻草捆","kaleidoscope_cookery:straw_block","1","否","","",""
"farmersdelight:flint_knife","1","燧石刀","farmersdelight:flint_knife","1","否","","",""
"spawn:algal_reefstone_slab","1","藻礁石台阶","spawn:algal_reefstone_slab","6","否","","",""
"kaleidoscope_cookery:braised_beef_rice_bowl","1","红烧牛肉盖饭","kaleidoscope_cookery:braised_beef_rice_bowl","1","是","14","18.004","饱腹代偿 3600tick 1级 概率1"
"kaleidoscope_cookery:stockpot/brown_mushroom_pot_soup","1","棕蘑菇瓦罐汤","kaleidoscope_cookery:brown_mushroom_pot_soup","1","是","18","24.012","温暖 6000tick 1级 概率1"
"farmersdelight:salvaging/bricks","1","红砖","minecraft:brick","4","否","","",""
"farmersdelight:cutting/cod","1","生鳕鱼片","farmersdelight:cod_slice","2","是","1","0.2",""
"kaleidoscope_cookery:steamer/qingtuan","1","青团","kaleidoscope_cookery:qingtuan","1","是","5","6",""
"farmersdelight:cutting/dark_oak_log","1","去皮深色橡木原木","minecraft:stripped_dark_oak_log","1","否","","",""
"farmersdelight:salvaging/jungle_furniture","1","丛林木板","minecraft:jungle_planks","1","否","","",""
"spawn:cooked_tuna_chunk_from_smoking","1","熟金枪鱼块","spawn:cooked_tuna_chunk","1","是","6","9.6",""
"kaleidoscope_cookery:flex_stockpot/pufferfish_soup_entity","1","河豚汤","kaleidoscope_cookery:pufferfish_soup","1","是","4","0","芥末 12000tick 1级 概率1"
"kaleidoscope_cookery:flex_pot/sticky_candy","1","牛皮糖","kaleidoscope_cookery:sticky_candy","1","是","6","12",""
"farmersdelight:magenta_canvas_sign","1","品红色粗布告示牌","farmersdelight:magenta_canvas_sign","1","否","","",""
"kaleidoscope_cookery:millstone/red_dye_from_rose_bush","1","红色染料","minecraft:red_dye","3","否","","",""
"spawn:date_button","1","椰枣木按钮","spawn:date_button","1","否","","",""
"kaleidoscope_cookery:stockpot/seafood_miso_soup_salmon_entity","1","海鲜味噌汤","kaleidoscope_cookery:seafood_miso_soup","1","是","6","8.004","水下呼吸 9600tick 1级 概率1"
"kaleidoscope_cookery:pot/potato_to_baked_potato_9","1","烤马铃薯","minecraft:baked_potato","9","是","5","6",""
"farmersdelight:cutting/wild_potatoes","1","马铃薯","minecraft:potato","1","是","1","0.6",""
"kaleidoscope_cookery:pot/potato_to_baked_potato_8","1","烤马铃薯","minecraft:baked_potato","8","是","5","6",""
"kaleidoscope_cookery:pot/potato_to_baked_potato_7","1","烤马铃薯","minecraft:baked_potato","7","是","5","6",""
"kaleidoscope_cookery:pot/potato_to_baked_potato_6","1","烤马铃薯","minecraft:baked_potato","6","是","5","6",""
"kaleidoscope_cookery:nether_style_sashimi","1","下界风味刺身","kaleidoscope_cookery:nether_style_sashimi","1","是","16","6","芥末 6000tick 1级 概率1"
"kaleidoscope_cookery:pot/potato_to_baked_potato_5","1","烤马铃薯","minecraft:baked_potato","5","是","5","6",""
"kaleidoscope_cookery:pot/potato_to_baked_potato_4","1","烤马铃薯","minecraft:baked_potato","4","是","5","6",""
"kaleidoscope_cookery:pot/potato_to_baked_potato_3","1","烤马铃薯","minecraft:baked_potato","3","是","5","6",""
"kaleidoscope_cookery:pot/potato_to_baked_potato_2","1","烤马铃薯","minecraft:baked_potato","2","是","5","6",""
"farmersdelight:integration/create/milling/wild_potatoes","1","紫色染料","minecraft:purple_dye","2","否","","",""
"kaleidoscope_cookery:flex_pot/fried_spring_roll","1","炸春卷","kaleidoscope_cookery:fried_spring_roll","1","是","13","15.99","温暖 1600tick 1级 概率1"
"spawn:bone_meal_from_dead_sea_star","1","骨粉","minecraft:bone_meal","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/fearsome_thick_soup","1","恐惧浓汤","kaleidoscope_cookery:fearsome_thick_soup","1","是","4","0","硫磺 9600tick 1级 概率1"
"farmersdelight:grilled_salmon","1","香烤鲑鱼","farmersdelight:grilled_salmon","1","是","14","21","滋养 3600tick 1级 概率1"
"spawn:cooked_herring_from_smoking","1","熟鲱鱼","spawn:cooked_herring","1","是","4","4",""
"kaleidoscope_cookery:stockpot/wild_mushroom_rabbit_soup","1","野菌兔肉汤","kaleidoscope_cookery:wild_mushroom_rabbit_soup","1","是","6","8.004","迅捷 9600tick 1级 概率1"
"kaleidoscope_cookery:millstone/red_dye_from_beetroot","1","红色染料","minecraft:red_dye","2","否","","",""
"farmersdelight:chocolate_pie","1","巧克力派","farmersdelight:chocolate_pie","1","否","","",""
"kaleidoscope_cookery:apple_platter","1","苹果拼盘","kaleidoscope_cookery:apple_platter","1","否","","",""
"kaleidoscope_cookery:chair_jungle","1","丛林木椅子","kaleidoscope_cookery:chair_jungle","1","否","","",""
"spawn:algal_reefstone_slab_from_algal_reefstone_stonecutting","1","藻礁石台阶","spawn:algal_reefstone_slab","2","否","","",""
"spawn:cutting/cooked_tuna_chunk","1","熟金枪鱼片","spawn:cooked_tuna_slice","2","是","4","4",""
"farmersdelight:cutting/clay","1","黏土球","minecraft:clay_ball","4","否","","",""
"kaleidoscope_cookery:cook_stool_jungle","1","丛林木厨娘凳","kaleidoscope_cookery:cook_stool_jungle","1","否","","",""
"spawn:cooked_bluefish","1","熟扁鲹","spawn:cooked_bluefish","1","是","6","9.6",""
"farmersdelight:cutting/cherry_wood","1","去皮樱花木","minecraft:stripped_cherry_wood","1","否","","",""
"farmersdelight:honey_glazed_ham_block","1","蜜汁火腿","farmersdelight:honey_glazed_ham_block","1","否","","",""
"farmersdelight:orange_hanging_canvas_sign","1","悬挂式橙色粗布告示牌","farmersdelight:orange_hanging_canvas_sign","1","否","","",""
"spawn:heliostone_wall","1","日光石墙","spawn:heliostone_wall","6","否","","",""
"farmersdelight:cooking/onion_soup","1","洋葱汤","farmersdelight:onion_soup","1","是","12","19.2","滋养 3600tick 1级 概率1"
"spawn:smooth_blasted_sandstone_stairs","1","平滑荒砂岩楼梯","spawn:smooth_blasted_sandstone_stairs","4","否","","",""
"kaleidoscope_cookery:table_acacia","1","金合欢木餐桌","kaleidoscope_cookery:table_acacia","1","否","","",""
"farmersdelight:fried_egg","1","煎蛋","kaleidoscope_cookery:fried_egg","1","是","4","4",""
"spawn:cut_blasted_sandstone_slab","1","切制荒砂岩台阶","spawn:cut_blasted_sandstone_slab","6","否","","",""
"spawn:reefstone_wall","1","礁石墙","spawn:reefstone_wall","6","否","","",""
"farmersdelight:cooking/tomato_sauce","1","番茄酱","farmersdelight:tomato_sauce","1","是","4","3.2",""
"farmersdelight:fruit_salad","1","水果沙拉","farmersdelight:fruit_salad","1","是","6","7.2000003","生命恢复 100tick 1级 概率1"
"farmersdelight:tomato_seeds","1","番茄种子","kaleidoscope_cookery:tomato_seed","1","否","","",""
"farmersdelight:cutting/allium","1","品红色染料","minecraft:magenta_dye","2","否","","",""
"spawn:red_dye_from_tropical_wildflowers","1","红色染料","minecraft:red_dye","1","否","","",""
"kaleidoscope_cookery:fish_flavored_shredded_pork_rice_bowl","1","鱼香肉丝盖饭","kaleidoscope_cookery:fish_flavored_shredded_pork_rice_bowl","1","是","14","18.004","饱腹代偿 3600tick 1级 概率1"
"kaleidoscope_cookery:millstone/orange_dye_from_torchflower","1","橙色染料","minecraft:orange_dye","2","否","","",""
"farmersdelight:cooking/fish_stew","1","鱼肉炖","farmersdelight:fish_stew","1","是","12","19.2","滋养 3600tick 1级 概率1"
"ordertocook:chef_coin_1_from_5","1","1 oTc币","ordertocook:chef_coin_1","5","否","","",""
"kaleidoscope_cookery:millstone/light_gray_dye_from_oxeye_daisy","1","淡灰色染料","minecraft:light_gray_dye","2","否","","",""
"farmersdelight:cutting/pumpkin_pie","1","南瓜派切片","farmersdelight:pumpkin_pie_slice","4","是","3","1.8000001","迅捷 600tick 1级 概率1"
"spawn:rotten_door","1","腐木门","spawn:rotten_door","3","否","","",""
"kaleidoscope_cookery:zongzi_plate","1","一盘粽子","kaleidoscope_cookery:zongzi_plate","1","否","","",""
"kaleidoscope_cookery:flex_pot/sweet_and_sour_ender_pearls","1","珍珠咕噜肉","kaleidoscope_cookery:sweet_and_sour_ender_pearls","1","是","9","0","胀气 700tick 1级 概率1"
"farmersdelight:cooking_pot","1","厨锅","farmersdelight:cooking_pot","1","否","","",""
"kaleidoscope_cookery:millstone/raw_iron_from_deepslate_iron_ore","1","粗铁","minecraft:raw_iron","3","否","","",""
"kaleidoscope_cookery:chopping_board/bone_from_cod","1","骨头","minecraft:bone","2","否","","",""
"spawn:cooking/crab_boil_block","1","蒸螃蟹","spawn:crab_boil_block","1","否","","",""
"farmersdelight:salvaging/dark_oak_chest_boat","1","深色橡木船","minecraft:dark_oak_boat","1","否","","",""
"kaleidoscope_cookery:millstone/string_from_lime_wool","1","线","minecraft:string","3","否","","",""
"ordertocook:shelf","1","包装架","ordertocook:shelf","1","否","","",""
"spawn:blasted_sandstone_wall","1","荒砂岩墙","spawn:blasted_sandstone_wall","6","否","","",""
"farmersdelight:melon_juice","1","西瓜汁","farmersdelight:melon_juice","1","否","","",""
"farmersdelight:cutting/red_tulip","1","红色染料","minecraft:red_dye","2","否","","",""
"kaleidoscope_cookery:tundra_style_sashimi","1","苔原风味刺身","kaleidoscope_cookery:tundra_style_sashimi","1","是","16","6","芥末 6000tick 1级 概率1"
"farmersdelight:cutting/spruce_wood","1","去皮云杉木","minecraft:stripped_spruce_wood","1","否","","",""
"farmersdelight:cutting/crimson_hyphae","1","去皮绯红菌核","minecraft:stripped_crimson_hyphae","1","否","","",""
"spawn:chiseled_blasted_sandstone_from_blasted_sandstone_stonecutting","1","雕纹荒砂岩","spawn:chiseled_blasted_sandstone","1","否","","",""
"kaleidoscope_cookery:straw_hat_flower","1","缀花草帽","kaleidoscope_cookery:straw_hat_flower","1","否","","",""
"farmersdelight:cooking/pasta_with_meatballs","1","肉丸意面","farmersdelight:pasta_with_meatballs","1","是","12","19.2","滋养 3600tick 1级 概率1"
"kaleidoscope_cookery:chair_crimson","1","绯红木椅子","kaleidoscope_cookery:chair_crimson","1","否","","",""
"farmersdelight:light_blue_canvas_sign","1","淡蓝色粗布告示牌","farmersdelight:light_blue_canvas_sign","1","否","","",""
"kaleidoscope_cookery:oil","1","油脂","kaleidoscope_cookery:oil","9","否","","",""
"kaleidoscope_cookery:fruit_basket","1","果篮","kaleidoscope_cookery:fruit_basket","1","否","","",""
"spawn:cooked_herring_slice_from_smoking","1","熟鲱鱼片","spawn:cooked_herring_slice","1","是","2","1.2",""
"ordertocook:chef_coin_20_from_100","1","20 oTc币","ordertocook:chef_coin_20","5","否","","",""
"spawn:rotten_trapdoor","1","腐木活版门","spawn:rotten_trapdoor","2","否","","",""
"kaleidoscope_cookery:cook_stool_birch","1","白桦木厨娘凳","kaleidoscope_cookery:cook_stool_birch","1","否","","",""
"spawn:date_slab","1","椰枣木台阶","spawn:date_slab","6","否","","",""
"kaleidoscope_cookery:millstone/smooth_red_sandstone_from_red_sand","1","平滑红砂岩","minecraft:smooth_red_sandstone","1","否","","",""
"ordertocook:clean_plate","1","空盘","ordertocook:clean_plate","1","否","","",""
"farmersdelight:salvaging/quartz_block","1","下界石英","minecraft:quartz","4","否","","",""
"kaleidoscope_cookery:enamel_basin","1","搪瓷盆子","kaleidoscope_cookery:enamel_basin","1","否","","",""
"kaleidoscope_cookery:millstone/pink_dye_from_pink_tulip","1","粉红色染料","minecraft:pink_dye","2","否","","",""
"kaleidoscope_cookery:chopping_board/sashimi_from_cod","1","刺身","kaleidoscope_cookery:sashimi","2","是","1","1",""
"kaleidoscope_cookery:straw_hat","1","草帽","kaleidoscope_cookery:straw_hat","1","否","","",""
"farmersdelight:cutting/cooked_salmon","1","熟鲑鱼片","farmersdelight:cooked_salmon_slice","2","是","3","4.8",""
"spawn:blasted_sandstone_stairs_from_blasted_sandstone_stonecutting","1","荒砂岩楼梯","spawn:blasted_sandstone_stairs","1","否","","",""
"spawn:smooth_blasted_sandstone_slab_from_smooth_blasted_sandstone_stonecutting","1","平滑荒砂岩台阶","spawn:smooth_blasted_sandstone_slab","2","否","","",""
"kaleidoscope_cookery:stockpot/seafood_miso_soup_tropical_entity","1","海鲜味噌汤","kaleidoscope_cookery:seafood_miso_soup","1","是","6","8.004","水下呼吸 9600tick 1级 概率1"
"kaleidoscope_cookery:tomato_platter","1","番茄拼盘","kaleidoscope_cookery:tomato_platter","1","否","","",""
"spawn:cooked_tuna_slice_from_campfire_cooking","1","熟金枪鱼片","spawn:cooked_tuna_slice","1","是","4","4",""
"farmersdelight:mangrove_cabinet","1","红树木橱柜","farmersdelight:mangrove_cabinet","1","否","","",""
"kaleidoscope_cookery:oil_pot","1","油壶","kaleidoscope_cookery:oil_pot","1","否","","",""
"spawn:date_trapdoor","1","椰枣木活版门","spawn:date_trapdoor","2","否","","",""
"kaleidoscope_cookery:raw_zongzi","1","生粽子","kaleidoscope_cookery:raw_zongzi","1","否","","",""
"farmersdelight:diamond_knife","1","钻石刀","farmersdelight:diamond_knife","1","否","","",""
"farmersdelight:yellow_hanging_canvas_sign","1","悬挂式黄色粗布告示牌","farmersdelight:yellow_hanging_canvas_sign","1","否","","",""
"kaleidoscope_cookery:steamer/bamboo_tube_rice","1","熟竹筒饭","kaleidoscope_cookery:bamboo_tube_rice","1","是","10","10",""
"kaleidoscope_cookery:millstone/blue_dye_from_cornflower","1","蓝色染料","minecraft:blue_dye","2","否","","",""
"farmersdelight:cooked_bacon","1","熟培根","farmersdelight:cooked_bacon","1","是","4","6.4",""
"kaleidoscope_cookery:pot/fondant_spider_eye","1","翻糖蛛眼","kaleidoscope_cookery:fondant_spider_eye","1","是","8","0","胀气 700tick 1级 概率1"
"kaleidoscope_cookery:table_cherry","1","樱花木餐桌","kaleidoscope_cookery:table_cherry","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/pufferfish_soup","1","河豚汤","kaleidoscope_cookery:pufferfish_soup","1","是","4","0","芥末 12000tick 1级 概率1"
"farmersdelight:cooking/dog_food","1","狗粮","farmersdelight:dog_food","1","是","4","1.6",""
"farmersdelight:salvaging/bamboo_furniture","1","竹板","minecraft:bamboo_planks","1","否","","",""
"farmersdelight:cutting/wild_tomatoes","1","番茄种子","kaleidoscope_cookery:tomato_seed","1","否","","",""
"spawn:snail_shell_tiles","1","蜗牛壳瓦","spawn:snail_shell_tiles","4","否","","",""
"farmersdelight:cutting/salmon","1","生鲑鱼片","farmersdelight:salmon_slice","2","是","1","0.2",""
"farmersdelight:cooking/ratatouille","1","蔬菜杂烩","farmersdelight:ratatouille","1","是","10","12","滋养 1200tick 1级 概率1"
"farmersdelight:hanging_canvas_sign","1","悬挂式粗布告示牌","farmersdelight:hanging_canvas_sign","6","否","","",""
"spawn:cutting/cooked_bluefish","1","熟扁鲹片","spawn:cooked_bluefish_slice","2","是","3","3",""
"kaleidoscope_cookery:pot/egg_fried_rice","1","蛋炒饭","kaleidoscope_cookery:egg_fried_rice","1","是","8","14",""
"farmersdelight:paper_from_tree_bark","1","纸","minecraft:paper","1","否","","",""
"farmersdelight:cutting/lily_of_the_valley","1","白色染料","minecraft:white_dye","2","否","","",""
"kaleidoscope_cookery:millstone/string_from_light_blue_wool","1","线","minecraft:string","3","否","","",""
"farmersdelight:gray_canvas_sign","1","灰色粗布告示牌","farmersdelight:gray_canvas_sign","1","否","","",""
"farmersdelight:cooking/fried_rice","1","炒饭","farmersdelight:fried_rice","1","是","12","19.2","滋养 3600tick 1级 概率1"
"farmersdelight:honey_cookie","1","蜂蜜曲奇","farmersdelight:honey_cookie","8","是","2","0.4",""
"farmersdelight:cutting/birch_log","1","去皮白桦原木","minecraft:stripped_birch_log","1","否","","",""
"farmersdelight:black_hanging_canvas_sign","1","悬挂式黑色粗布告示牌","farmersdelight:black_hanging_canvas_sign","1","否","","",""
"farmersdelight:cutting/warped_stem","1","去皮诡异菌柄","minecraft:stripped_warped_stem","1","否","","",""
"spawn:big_snail_shell","1","大蜗牛壳","spawn:big_snail_shell","1","否","","",""
"farmersdelight:jungle_cabinet","1","丛林木橱柜","farmersdelight:jungle_cabinet","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/chicken_and_mushroom_stew","1","小鸡炖蘑菇","kaleidoscope_cookery:chicken_and_mushroom_stew","1","是","6","8.004","温暖 9600tick 1级 概率1"
"farmersdelight:iron_nugget_from_blasting_knife","1","铁粒","minecraft:iron_nugget","1","否","","",""
"kaleidoscope_cookery:flex_pot/scramble_egg_with_tomatoes","1","番茄炒蛋","kaleidoscope_cookery:scramble_egg_with_tomatoes","1","是","9","10.998","活力 1800tick 1级 概率1"
"farmersdelight:blue_hanging_canvas_sign","1","悬挂式蓝色粗布告示牌","farmersdelight:blue_hanging_canvas_sign","1","否","","",""
"farmersdelight:cutting/poppy","1","红色染料","minecraft:red_dye","2","否","","",""
"spawn:cooked_tuna_slice","1","熟金枪鱼片","spawn:cooked_tuna_slice","1","是","4","4",""
"kaleidoscope_cookery:millstone/string_from_yellow_wool","1","线","minecraft:string","3","否","","",""
"kaleidoscope_cookery:millstone/redstone_from_redstone_ore","1","红石粉","minecraft:redstone","7","否","","",""
"kaleidoscope_cookery:pot/sweet_and_sour_pork","1","糖醋里脊","kaleidoscope_cookery:sweet_and_sour_pork","1","是","9","10.998","活力 1800tick 1级 概率1"
"farmersdelight:sweet_berry_cookie","1","甜浆果曲奇","farmersdelight:sweet_berry_cookie","8","是","2","0.4",""
"kaleidoscope_cookery:stockpot/braised_beef_with_potatoes","1","土豆炖牛肉","kaleidoscope_cookery:braised_beef_with_potatoes","1","是","6","8.004","温暖 9600tick 1级 概率1"
"farmersdelight:beetroot_crate","1","箱装甜菜根","farmersdelight:beetroot_crate","1","否","","",""
"kaleidoscope_cookery:scarecrow","1","稻草人","kaleidoscope_cookery:scarecrow","1","否","","",""
"kaleidoscope_cookery:pot/fried_caterpillar","1","油炸猪儿虫","kaleidoscope_cookery:fried_caterpillar","1","是","12","19.2","胀气 200tick 1级 概率1"
"spawn:stripped_rotten_wood","1","去皮腐木","spawn:stripped_rotten_wood","3","否","","",""
"kaleidoscope_cookery:millstone/string_from_gray_wool","1","线","minecraft:string","3","否","","",""
"farmersdelight:pink_hanging_canvas_sign","1","悬挂式粉红色粗布告示牌","farmersdelight:pink_hanging_canvas_sign","1","否","","",""
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","1","诡异菌瓦罐汤","kaleidoscope_cookery:warped_fungus_pot_soup","1","是","18","24.012","抗火 2400tick 1级 概率1"
"farmersdelight:yellow_canvas_sign","1","黄色粗布告示牌","farmersdelight:yellow_canvas_sign","1","否","","",""
"farmersdelight:salvaging/leather_horse_armor","1","皮革","minecraft:leather","2","否","","",""
"spawn:cut_blasted_sandstone_from_blasted_sandstone_stonecutting","1","切制荒砂岩","spawn:cut_blasted_sandstone","1","否","","",""
"farmersdelight:salvaging/chest_minecart","1","矿车","minecraft:minecart","1","否","","",""
"farmersdelight:lime_canvas_sign","1","黄绿色粗布告示牌","farmersdelight:lime_canvas_sign","1","否","","",""
"kaleidoscope_cookery:pot/dongpo_pork","1","东坡肉","kaleidoscope_cookery:dongpo_pork","1","是","20","22","饱腹代偿 1600tick 1级 概率1"
"kaleidoscope_cookery:stove_soul_campfire","1","炉灶","kaleidoscope_cookery:stove","1","否","","",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","9","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_6","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","6","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_5","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","5","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","8","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","7","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_2","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","2","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_1","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","1","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_4","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","4","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_3","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","3","是","4","6.4",""
"farmersdelight:pumpkin_seeds_from_slice","1","南瓜种子","minecraft:pumpkin_seeds","1","否","","",""
"farmersdelight:bamboo_basket","1","竹篮","farmersdelight:bamboo_basket","1","否","","",""
"kaleidoscope_cookery:stockpot/hui_noodle","1","羊肉烩面","kaleidoscope_cookery:hui_noodle","1","是","14","18.004","生机 9600tick 1级 概率1"
"kaleidoscope_cookery:diamond_kitchen_knife","1","钻石菜刀","kaleidoscope_cookery:diamond_kitchen_knife","1","否","","",""
"spawn:clam_case_purple","1","紫色蚌盒","spawn:clam_case_purple","1","否","","",""
"ordertocook:chef_coin_20_from_5","1","20 oTc币","ordertocook:chef_coin_20","1","否","","",""
"kaleidoscope_cookery:flex_pot/braised_beef","1","红烧牛肉","kaleidoscope_cookery:braised_beef","1","是","9","10.998","活力 1800tick 1级 概率1"
"spawn:cooked_bluefish_slice","1","熟扁鲹片","spawn:cooked_bluefish_slice","1","是","3","3",""
"kaleidoscope_cookery:millstone/yellow_dye_from_sunflower","1","黄色染料","minecraft:yellow_dye","3","否","","",""
"kaleidoscope_cookery:chopping_board/raw_pork_belly","1","生五花肉","kaleidoscope_cookery:raw_pork_belly","2","是","2","1.2",""
"kaleidoscope_cookery:stockpot/dough_drop_soup","1","疙瘩汤","kaleidoscope_cookery:dough_drop_soup","1","是","8","16","温暖 1600tick 1级 概率1"
"farmersdelight:cabbage","1","卷心菜","farmersdelight:cabbage","9","是","2","1.6",""
"spawn:red_algae_from_red_algae_block","1","红藻","spawn:red_algae","9","否","","",""
"farmersdelight:iron_knife","1","铁刀","farmersdelight:iron_knife","1","否","","",""
"farmersdelight:cutting/blue_orchid","1","淡蓝色染料","minecraft:light_blue_dye","2","否","","",""
"farmersdelight:rice_bag","1","袋装稻米","farmersdelight:rice_bag","1","否","","",""
"farmersdelight:chicken_sandwich","1","鸡肉三明治","farmersdelight:chicken_sandwich","1","是","10","16",""
"kaleidoscope_cookery:flex_pot/sweet_and_sour_pork","1","糖醋里脊","kaleidoscope_cookery:sweet_and_sour_pork","1","是","9","10.998","活力 1800tick 1级 概率1"
"spawn:reefstone_tile_slab","1","礁石台阶","spawn:reefstone_tile_slab","6","否","","",""
"farmersdelight:cooked_salmon_slice","1","熟鲑鱼片","farmersdelight:cooked_salmon_slice","1","是","3","4.8",""
"kaleidoscope_cookery:chair_bamboo","1","竹椅子","kaleidoscope_cookery:chair_bamboo","1","否","","",""
"spawn:cutting/date_log","1","去皮椰枣原木","spawn:stripped_date_log","1","否","","",""
"farmersdelight:birch_cabinet","1","白桦木橱柜","farmersdelight:birch_cabinet","1","否","","",""
"kaleidoscope_cookery:pot/stargazy_pie","1","仰望星空派","kaleidoscope_cookery:stargazy_pie","1","是","13","15.99","胀气 600tick 1级 概率1；霉运 3600tick 1级 概率1"
"farmersdelight:brown_canvas_sign","1","棕色粗布告示牌","farmersdelight:brown_canvas_sign","1","否","","",""
"kaleidoscope_cookery:chopping_board/cooked_cow_offal","1","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","2","是","4","6.4",""
"farmersdelight:cutting/wild_rice","1","稻米","kaleidoscope_cookery:rice","1","否","","",""
