"配方 ID","原料序号","原料可选项（中文名 <ID>）","候选物品数量","备注"
"spawn:cooking/crab_boil_block","4","生培根 <farmersdelight:bacon>","","原料"
"spawn:cooking/crab_boil_block","5","洋葱 <farmersdelight:onion>","","原料"
"farmersdelight:salvaging/dark_oak_chest_boat","1","深色橡木运输船 <minecraft:dark_oak_chest_boat>","","原料"
"farmersdelight:salvaging/dark_oak_chest_boat","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"farmersdelight:salvaging/dark_oak_chest_boat","3","#minecraft:hoes","","工具"
"kaleidoscope_cookery:millstone/string_from_lime_wool","1","黄绿色羊毛 <minecraft:lime_wool>","","原料"
"farmersdelight:melon_juice","1","西瓜片 <minecraft:melon_slice>","","原料"
"farmersdelight:melon_juice","2","西瓜片 <minecraft:melon_slice>","","原料"
"farmersdelight:melon_juice","3","糖 <minecraft:sugar>","","原料"
"farmersdelight:melon_juice","4","西瓜片 <minecraft:melon_slice>","","原料"
"farmersdelight:melon_juice","5","西瓜片 <minecraft:melon_slice>","","原料"
"farmersdelight:melon_juice","6","玻璃瓶 <minecraft:glass_bottle>","","原料"
"farmersdelight:cutting/red_tulip","1","红色郁金香 <minecraft:red_tulip>","","原料"
"farmersdelight:cutting/red_tulip","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/red_tulip","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:tundra_style_sashimi","1","#minecraft:flowers","","原料"
"kaleidoscope_cookery:tundra_style_sashimi","2","#minecraft:flowers","","原料"
"kaleidoscope_cookery:tundra_style_sashimi","3","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:tundra_style_sashimi","4","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:tundra_style_sashimi","5","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:tundra_style_sashimi","6","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:tundra_style_sashimi","7","碗 <minecraft:bowl>","","原料"
"farmersdelight:cutting/spruce_wood","1","云杉木 <minecraft:spruce_wood>","","原料"
"farmersdelight:cutting/spruce_wood","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/spruce_wood","3","#minecraft:axes","","工具"
"farmersdelight:cutting/crimson_hyphae","1","绯红菌核 <minecraft:crimson_hyphae>","","原料"
"farmersdelight:cutting/crimson_hyphae","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/crimson_hyphae","3","#minecraft:axes","","工具"
"spawn:chiseled_blasted_sandstone_from_blasted_sandstone_stonecutting","1","荒砂岩 <spawn:blasted_sandstone>","","原料"
"farmersdelight:cooking/pasta_with_meatballs","1","牛肉馅 <farmersdelight:minced_beef>","","原料"
"farmersdelight:cooking/pasta_with_meatballs","2","#c:foods/pasta","","原料"
"farmersdelight:cooking/pasta_with_meatballs","3","番茄酱 <farmersdelight:tomato_sauce>","","原料"
"farmersdelight:light_blue_canvas_sign","1","#farmersdelight:canvas_signs","","原料"
"farmersdelight:light_blue_canvas_sign","2","#c:dyes/light_blue","","原料"
"kaleidoscope_cookery:oil","1","油脂块 <kaleidoscope_cookery:oil_block>","","原料"
"spawn:cooked_herring_slice_from_smoking","1","鲱鱼片 <spawn:herring_slice>","","原料"
"ordertocook:chef_coin_20_from_100","1","100 oTc币 <ordertocook:chef_coin_100>","","原料"
"kaleidoscope_cookery:millstone/smooth_red_sandstone_from_red_sand","1","#c:sands/red","","原料"
"farmersdelight:salvaging/quartz_block","1","石英块 <minecraft:quartz_block>","","原料"
"farmersdelight:salvaging/quartz_block","2","{""type"":""farmersdelight:item_ability"",""action"":""pickaxe_dig""}","","工具"
"farmersdelight:salvaging/quartz_block","3","#minecraft:pickaxes","","工具"
"kaleidoscope_cookery:millstone/pink_dye_from_pink_tulip","1","粉红色郁金香 <minecraft:pink_tulip>","","原料"
"kaleidoscope_cookery:chopping_board/sashimi_from_cod","1","生鳕鱼 <minecraft:cod>","","原料"
"farmersdelight:cutting/cooked_salmon","1","熟鲑鱼 <minecraft:cooked_salmon>","","原料"
"farmersdelight:cutting/cooked_salmon","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/cooked_salmon","3","#c:tools/knife","","工具"
"spawn:blasted_sandstone_stairs_from_blasted_sandstone_stonecutting","1","荒砂岩 <spawn:blasted_sandstone>","","原料"
"spawn:smooth_blasted_sandstone_slab_from_smooth_blasted_sandstone_stonecutting","1","平滑荒砂岩 <spawn:smooth_blasted_sandstone>","","原料"
"kaleidoscope_cookery:stockpot/seafood_miso_soup_tropical_entity","1","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/seafood_miso_soup_tropical_entity","2","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/seafood_miso_soup_tropical_entity","3","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:tomato_platter","1","番茄 <kaleidoscope_cookery:tomato>","","原料"
"kaleidoscope_cookery:tomato_platter","2","番茄 <kaleidoscope_cookery:tomato>","","原料"
"kaleidoscope_cookery:tomato_platter","3","番茄 <kaleidoscope_cookery:tomato>","","原料"
"kaleidoscope_cookery:tomato_platter","4","番茄 <kaleidoscope_cookery:tomato>","","原料"
"kaleidoscope_cookery:tomato_platter","5","番茄 <kaleidoscope_cookery:tomato>","","原料"
"kaleidoscope_cookery:tomato_platter","6","碗 <minecraft:bowl>","","原料"
"spawn:cooked_tuna_slice_from_campfire_cooking","1","金枪鱼片 <spawn:tuna_slice>","","原料"
"kaleidoscope_cookery:raw_zongzi","1","稻米 <kaleidoscope_cookery:rice>","","原料"
"kaleidoscope_cookery:raw_zongzi","2","睡莲 <minecraft:lily_pad>","","原料"
"farmersdelight:yellow_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:yellow_hanging_canvas_sign","2","#c:dyes/yellow","","原料"
"kaleidoscope_cookery:steamer/bamboo_tube_rice","1","生竹筒饭 <kaleidoscope_cookery:raw_bamboo_tube_rice>","","原料"
"kaleidoscope_cookery:millstone/blue_dye_from_cornflower","1","矢车菊 <minecraft:cornflower>","","原料"
"farmersdelight:cooked_bacon","1","生培根 <farmersdelight:bacon>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","1","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","2","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","3","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","4","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","5","蜘蛛眼 <minecraft:spider_eye>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","6","蜘蛛眼 <minecraft:spider_eye>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","7","蜘蛛眼 <minecraft:spider_eye>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","8","蜘蛛眼 <minecraft:spider_eye>","","原料"
"kaleidoscope_cookery:pot/fondant_spider_eye","9","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:flex_stockpot/pufferfish_soup","1","河豚 <minecraft:pufferfish>","","原料"
"kaleidoscope_cookery:flex_stockpot/pufferfish_soup","2","#c:crops/lettuce","","原料"
"farmersdelight:cooking/dog_food","1","腐肉 <minecraft:rotten_flesh>","","原料"
"farmersdelight:cooking/dog_food","2","骨粉 <minecraft:bone_meal>","","原料"
"farmersdelight:cooking/dog_food","3","#c:foods/raw_meat","","原料"
"farmersdelight:cooking/dog_food","4","#c:crops/rice","","原料"
"farmersdelight:salvaging/bamboo_furniture","1","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:bamboo_door""},{""item"":""minecraft:bamboo_trapdoor""},{""item"":""minecraft:bamboo_sign""},{""item"":""minecraft:bamboo_hanging_sign""},{""item"":""minecraft:bamboo_fence""},{""item"":""minecraft:bamboo_fence_gate""},{""item"":""minecraft:bamboo_pressure_plate""},{""item"":""minecraft:bamboo_button""},{""item"":""minecraft:bamboo_raft""},{""item"":""farmersdelight:bamboo_cabinet""}]}","","原料"
"farmersdelight:salvaging/bamboo_furniture","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}","","工具"
"farmersdelight:salvaging/bamboo_furniture","3","#minecraft:axes","","工具"
"farmersdelight:cutting/wild_tomatoes","1","番茄灌木 <farmersdelight:wild_tomatoes>","","原料"
"farmersdelight:cutting/wild_tomatoes","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/wild_tomatoes","3","#c:tools/knife","","工具"
"farmersdelight:cutting/salmon","1","生鲑鱼 <minecraft:salmon>","","原料"
"farmersdelight:cutting/salmon","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/salmon","3","#c:tools/knife","","工具"
"farmersdelight:cooking/ratatouille","1","#c:crops/tomato","","原料"
"farmersdelight:cooking/ratatouille","2","#c:crops/onion","","原料"
"farmersdelight:cooking/ratatouille","3","#c:crops/beetroot","","原料"
"farmersdelight:cooking/ratatouille","4","{""type"":""neoforge:difference"",""base"":{""tag"":""c:foods/vegetable""},""subtracted"":{""item"":""minecraft:melon_slice""}}","","原料"
"spawn:cutting/cooked_bluefish","1","熟扁鲹 <spawn:cooked_bluefish>","","原料"
"spawn:cutting/cooked_bluefish","2","#c:tools/knife","","工具"
"kaleidoscope_cookery:pot/egg_fried_rice","1","#c:eggs","","原料"
"kaleidoscope_cookery:pot/egg_fried_rice","2","#c:eggs","","原料"
"kaleidoscope_cookery:pot/egg_fried_rice","3","#c:foods/cooked_rice","","原料"
"kaleidoscope_cookery:pot/egg_fried_rice","4","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:paper_from_tree_bark","1","树皮 <farmersdelight:tree_bark>","","原料"
"farmersdelight:paper_from_tree_bark","2","树皮 <farmersdelight:tree_bark>","","原料"
"farmersdelight:paper_from_tree_bark","3","树皮 <farmersdelight:tree_bark>","","原料"
"farmersdelight:cutting/lily_of_the_valley","1","铃兰 <minecraft:lily_of_the_valley>","","原料"
"farmersdelight:cutting/lily_of_the_valley","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/lily_of_the_valley","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:millstone/string_from_light_blue_wool","1","淡蓝色羊毛 <minecraft:light_blue_wool>","","原料"
"farmersdelight:gray_canvas_sign","1","#farmersdelight:canvas_signs","","原料"
"farmersdelight:gray_canvas_sign","2","#c:dyes/gray","","原料"
"farmersdelight:cooking/fried_rice","1","#c:crops/rice","","原料"
"farmersdelight:cooking/fried_rice","2","#c:eggs","","原料"
"farmersdelight:cooking/fried_rice","3","#c:crops/carrot","","原料"
"farmersdelight:cooking/fried_rice","4","#c:crops/onion","","原料"
"farmersdelight:honey_cookie","1","蜂蜜瓶 <minecraft:honey_bottle>","","原料"
"farmersdelight:honey_cookie","2","#c:crops/wheat","","原料"
"farmersdelight:honey_cookie","3","#c:crops/wheat","","原料"
"farmersdelight:cutting/birch_log","1","白桦原木 <minecraft:birch_log>","","原料"
"farmersdelight:cutting/birch_log","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/birch_log","3","#minecraft:axes","","工具"
"farmersdelight:black_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:black_hanging_canvas_sign","2","#c:dyes/black","","原料"
"farmersdelight:cutting/warped_stem","1","诡异菌柄 <minecraft:warped_stem>","","原料"
"farmersdelight:cutting/warped_stem","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/warped_stem","3","#minecraft:axes","","工具"
"kaleidoscope_cookery:flex_stockpot/chicken_and_mushroom_stew","1","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:flex_stockpot/chicken_and_mushroom_stew","2","#c:mushrooms","","原料"
"farmersdelight:iron_nugget_from_blasting_knife","1","铁刀 <farmersdelight:iron_knife>","","原料"
"kaleidoscope_cookery:flex_pot/scramble_egg_with_tomatoes","1","#c:eggs","","原料"
"kaleidoscope_cookery:flex_pot/scramble_egg_with_tomatoes","2","#c:crops/tomato","","原料"
"kaleidoscope_cookery:flex_pot/scramble_egg_with_tomatoes","3","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:blue_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:blue_hanging_canvas_sign","2","#c:dyes/blue","","原料"
"farmersdelight:cutting/poppy","1","虞美人 <minecraft:poppy>","","原料"
"farmersdelight:cutting/poppy","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/poppy","3","#c:tools/knife","","工具"
"spawn:cooked_tuna_slice","1","金枪鱼片 <spawn:tuna_slice>","","原料"
"kaleidoscope_cookery:millstone/string_from_yellow_wool","1","黄色羊毛 <minecraft:yellow_wool>","","原料"
"kaleidoscope_cookery:millstone/redstone_from_redstone_ore","1","红石矿石 <minecraft:redstone_ore>","","原料"
"kaleidoscope_cookery:pot/sweet_and_sour_pork","1","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/sweet_and_sour_pork","2","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/sweet_and_sour_pork","3","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/sweet_and_sour_pork","4","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/sweet_and_sour_pork","5","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/sweet_and_sour_pork","6","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/sweet_and_sour_pork","7","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:sweet_berry_cookie","1","甜浆果 <minecraft:sweet_berries>","","原料"
"farmersdelight:sweet_berry_cookie","2","#c:crops/wheat","","原料"
"farmersdelight:sweet_berry_cookie","3","#c:crops/wheat","","原料"
"kaleidoscope_cookery:stockpot/braised_beef_with_potatoes","1","马铃薯 <minecraft:potato>","","原料"
"kaleidoscope_cookery:stockpot/braised_beef_with_potatoes","2","马铃薯 <minecraft:potato>","","原料"
"kaleidoscope_cookery:stockpot/braised_beef_with_potatoes","3","马铃薯 <minecraft:potato>","","原料"
"kaleidoscope_cookery:stockpot/braised_beef_with_potatoes","4","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:stockpot/braised_beef_with_potatoes","5","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:pot/fried_caterpillar","1","#kaleidoscope_cookery:caterpillars","","原料"
"kaleidoscope_cookery:pot/fried_caterpillar","2","#kaleidoscope_cookery:caterpillars","","原料"
"kaleidoscope_cookery:pot/fried_caterpillar","3","#kaleidoscope_cookery:caterpillars","","原料"
"kaleidoscope_cookery:pot/fried_caterpillar","4","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:millstone/string_from_gray_wool","1","灰色羊毛 <minecraft:gray_wool>","","原料"
"farmersdelight:pink_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:pink_hanging_canvas_sign","2","#c:dyes/pink","","原料"
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","1","诡异菌 <minecraft:warped_fungus>","","原料"
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","2","诡异菌 <minecraft:warped_fungus>","","原料"
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","3","诡异菌 <minecraft:warped_fungus>","","原料"
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","4","诡异菌 <minecraft:warped_fungus>","","原料"
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","5","诡异菌 <minecraft:warped_fungus>","","原料"
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","6","诡异菌 <minecraft:warped_fungus>","","原料"
"kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","7","花盆 <minecraft:flower_pot>","","容器/载体"
"farmersdelight:yellow_canvas_sign","1","#farmersdelight:canvas_signs","","原料"
"farmersdelight:yellow_canvas_sign","2","#c:dyes/yellow","","原料"
"farmersdelight:salvaging/leather_horse_armor","1","皮革马铠 <minecraft:leather_horse_armor>","","原料"
"farmersdelight:salvaging/leather_horse_armor","2","{""type"":""farmersdelight:item_ability"",""action"":""shears_dig""}","","工具"
"farmersdelight:salvaging/leather_horse_armor","3","#c:tools/shear","","工具"
"spawn:cut_blasted_sandstone_from_blasted_sandstone_stonecutting","1","荒砂岩 <spawn:blasted_sandstone>","","原料"
"farmersdelight:salvaging/chest_minecart","1","运输矿车 <minecraft:chest_minecart>","","原料"
"farmersdelight:salvaging/chest_minecart","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"farmersdelight:salvaging/chest_minecart","3","#minecraft:hoes","","工具"
"farmersdelight:lime_canvas_sign","1","#farmersdelight:canvas_signs","","原料"
"farmersdelight:lime_canvas_sign","2","#c:dyes/lime","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","1","竹子 <minecraft:bamboo>","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","2","竹子 <minecraft:bamboo>","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","3","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","4","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","5","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","6","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","7","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","8","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/dongpo_pork","9","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","4","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","5","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","6","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","7","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","8","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_9","9","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_6","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_6","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_6","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_6","4","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_6","5","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_6","6","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_5","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_5","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_5","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_5","4","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_5","5","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","4","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","5","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","6","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","7","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_8","8","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","4","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","5","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","6","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_7","7","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_2","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_2","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_1","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_4","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_4","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_4","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_4","4","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_3","1","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_3","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/raw_cut_small_meats_to_cooked_cut_small_meats_3","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"farmersdelight:pumpkin_seeds_from_slice","1","南瓜片 <farmersdelight:pumpkin_slice>","","原料"
"kaleidoscope_cookery:stockpot/hui_noodle","1","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:stockpot/hui_noodle","2","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:stockpot/hui_noodle","3","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:stockpot/hui_noodle","4","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:stockpot/hui_noodle","5","生面条 <kaleidoscope_cookery:raw_noodles>","","原料"
"kaleidoscope_cookery:stockpot/hui_noodle","6","生面条 <kaleidoscope_cookery:raw_noodles>","","原料"
"kaleidoscope_cookery:stockpot/hui_noodle","7","生面条 <kaleidoscope_cookery:raw_noodles>","","原料"
"ordertocook:chef_coin_20_from_5","1","5 oTc币 <ordertocook:chef_coin_5>","","原料"
"ordertocook:chef_coin_20_from_5","2","5 oTc币 <ordertocook:chef_coin_5>","","原料"
"ordertocook:chef_coin_20_from_5","3","5 oTc币 <ordertocook:chef_coin_5>","","原料"
"ordertocook:chef_coin_20_from_5","4","5 oTc币 <ordertocook:chef_coin_5>","","原料"
"kaleidoscope_cookery:flex_pot/braised_beef","1","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:flex_pot/braised_beef","2","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:flex_pot/braised_beef","3","碗 <minecraft:bowl>","","容器/载体"
"spawn:cooked_bluefish_slice","1","扁鲹片 <spawn:bluefish_slice>","","原料"
"kaleidoscope_cookery:millstone/yellow_dye_from_sunflower","1","向日葵 <minecraft:sunflower>","","原料"
"kaleidoscope_cookery:chopping_board/raw_pork_belly","1","生猪排 <minecraft:porkchop>","","原料"
"kaleidoscope_cookery:stockpot/dough_drop_soup","1","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/dough_drop_soup","2","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/dough_drop_soup","3","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/dough_drop_soup","4","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/dough_drop_soup","5","#c:flour","","原料"
"kaleidoscope_cookery:stockpot/dough_drop_soup","6","#c:flour","","原料"
